STUDY_ID,REVIEWERS,INCLUDE,source_type,label,author,year,title,journal,source,volume,start_page,abstract,doi_upd,url_upd,jour_s,num_authors,doi_prv,url_prv
5324,drew2,MAYBE,JOUR,Burger_et_al_2018_Biorxiv,"Burger, Joseph R. and Anderson, Robert P. and Balk, Meghan A. and Fristoe, Trevor S.",2018,A constraint-based model reveals hysteresis in island biogeography,Biorxiv,Biorxiv,NA,251926,"Aim We present a Constraint-based Model of Dynamic Island Biogeography (C-DIB) that predicts how species functional traits interact with dynamic environments to determine the candidate species available for local community assembly on real and habitat islands through time.Location Real and habitat islands globally.Methods We develop the C-DIB model concept, synthesize the relevant literature, and present a toolkit for evaluating model predictions for a wide variety of “island” systems and taxa.Results The C-DIB model reveals that as islands cycle between phases of increasing or decreasing size and connectivity to a source pool, the dominant process driving species’ presence or absence switches between colonization and extinction. Both processes are mediated by interactions between organismal traits and environmental constraints. Colonization probability is predicted by a species’ ability to cross the intervening matrix between a population source and the island; population persistence (or extinction) is predicted by the minimum spatial requirements to sustain an isolated population. The non-random distributions of mammals on islands of the Sunda Shelf and Great Basin “sky islands” provide example study systems for evaluating the C-DIB model.Main conclusions Because different suites of traits impose constraints on the processes of colonization and extinction, similar environmental conditions can host different candidate species despite the same predicted richness. Thus, the model exemplifies the specific yet underappreciated role of hysteresis –the dependency of outcomes not only on the current system state –but also the historical contingency of environmental change in affecting populations and communities in insular systems.",10.1101/251926,http://biorxiv.org/content/early/2018/01/22/251926.abstract,Biorxiv,4,10.1101/251926,http://biorxiv.org/content/early/2018/01/22/251926.abstract
5348,drew2,MAYBE,JOUR,Travassos-Britto_et_al_2022_Biorxiv,"Travassos-Britto, Bruno and Hohlenwerger, Camila and Miranda, José and Rocha, Pedro Luís Bernardo da",2022,Quantity and quality of suitable matrices matter in reducing the negative effect of fragmentation on populations extinction risk,Biorxiv,Biorxiv,NA,2020.08.10.244178,"The negative effect of fragmentation is one of the main concerns in the study of biodiversity loss in landscape ecology. The use of the matrix has been considered an important factor because it can change the relationship of a population with the configuration of the landscape. A systematic way to assess the effect of matrix quality in fragmented landscapes could lead to a better understanding of how matrices can be used to suppress the negative effect of fragmentation. We built a computational individual-based model capable of simulating bi-dimensional landscapes with three types of land cover (habitat, suitable matrix and hostile matrix) and individuals that inhabit those landscapes. We explored in which situations changes in the proportion of the suitable matrix in the landscape and the degree of usability of this suitable matrix can mitigate the negative effect of fragmentation per se. We observed that (i) an increase in the matrix quality (increases in the suitable matrix proportion and/or usability) can suppress the fragmentation effect in 47% of the simulated scenarios; (ii) the less usable the matrix is the more of it is needed to suppress the fragmentation effect; (iii) there is a level of usability below which increasing the suitable matrix proportion does cause the fragmentation effect to cease. These results point toward a landscape management that considers the similarity of the matrix to the native habitat under management. We suggest that an index to measure the usability of elements of the matrix could be an important tool to further the use of computational models in landscape management.Competing Interest StatementThe authors have declared no competing interest.",10.1101/2020.08.10.244178,http://biorxiv.org/content/early/2022/04/05/2020.08.10.244178.abstract,Biorxiv,4,10.1101/2020.08.10.244178,http://biorxiv.org/content/early/2022/04/05/2020.08.10.244178.abstract
5371,drew2,MAYBE,JOUR,Dennis_et_al_2019_Biorxiv,"Dennis, Matthew and Scaletta, Katherine L. and James, Philip",2019,Evaluating environmental and ecological landscape characteristics relevant to urban resilience across gradients of land-sharing-sparing and urbanity,Biorxiv,Biorxiv,NA,605105,"Within urban landscape planning, debate continues around the relative merits of land-sparing (compaction) and land-sharing (sprawl) scenarios. Using part of Greater Manchester (UK) as a case-study, we present a landscape approach to mapping green infrastructure and variation in social-ecological-environmental conditions as a function of land sparing and sharing. We do so for the landscape as a whole as well as for areas of high and low urbanity. Results imply potential trade-offs between land-sparing-sharing scenarios relevant to characteristics critical to urban resilience such as landscape connectivity and diversity, air quality, surface temperature, and access to green space. These trade-offs may be particularly complex due to the parallel influence of patch attributes such as land-cover and size and imply that both ecological restoration and spatial planning have a role to play in reconciling tensions between land-sparing and sharing strategies.",10.1101/605105,http://biorxiv.org/content/early/2019/04/10/605105.abstract,Biorxiv,3,10.1101/605105,http://biorxiv.org/content/early/2019/04/10/605105.abstract
5388,drew2,MAYBE,JOUR,Branoff_2018_Biorxiv,"Branoff, Benjamin and Martinuzzi, Sebastián",2018,Mangrove forest structure and composition along urban gradients in Puerto Rico,Biorxiv,Biorxiv,NA,504928,"Urban forests are repeatedly characterized as distinct in composition and structure in comparison with their non-urban counterparts. This holds true for mangroves, although previous studies lack quantified representations of urbanness as well as any inclusion of hydrology or water chemistry, which are important influences on mangrove forest structure, composition, and function. This study uses LiDAR and ground-based measurements of mangroves within well quantified urban gradients in Puerto Rico to test for the relative importance of urbanization alongside flooding metrics and surface water chemistry in explaining observed patterns of forest structure and composition. In simple regression, urban metrics were the most powerful predictors of forest composition but not structure. Results show higher tree diversity but lower mangrove diversity in the most urban forests. Structural measurements, however, were best explained by flooding, surface water chemistry, and non-urban land cover metrics. Nitrogen concentrations best explained stem density and tree size, while flooding metrics best explained stand biomass and basal area, and surrounding vegetation cover best explained canopy cover and height metrics. In multiple regression, land cover and surface water chemistry were more important than flooding, with population density again being the most important variable in explaining mangrove forest diversity. Results show that urbanization is an important influence on mangrove composition and basal area, leading to higher tree diversity and lower basal area, consistent with patterns in terrestrial forests. But urban mangrove forests are also lower in mangrove diversity and tend to have representation only by Laguncularia racemosa. Nitrogen concentrations and surrounding vegetation cover, both of which are indirectly influenced by urbanization, were positively related to tree size and canopy cover and height, respectively. These tests suggest urbanization is an important influence on mangrove forest structure and composition, but that flooding and water chemistry must also be considered when managing these forests.",10.1101/504928,http://biorxiv.org/content/early/2018/12/21/504928.abstract,Biorxiv,2,10.1101/504928,http://biorxiv.org/content/early/2018/12/21/504928.abstract
5412,drew2,MAYBE,JOUR,Gabites_2020_Biorxiv,"Gabites, Harriet and Spencer, Ricky-John",2020,Quantifying Costs of Urbanisation: Wetland Loss and Impacts in a Rapidly Developing Global City,Biorxiv,Biorxiv,NA,2020.06.22.127365,"As cities grow, natural ecosystems decline through conversion to urban environments. Cities are often viewed as biodiversity wastelands, but they can be hotspots of global biodiversity. Urban biodiversity emphasises two fundamentals. First, people living in cities enjoy wildlife and second, there is virtually no planning for species that co-inhabit our cities. If urban biodiversity was a significant part of planning, then we would be far better at integrating green infrastructure into expanding urban environments.Wetlands are among the most important and productive ecosystems in the world. They are the main suppliers of fresh water for human use and provide habitat to critical fauna and flora. In urban areas they are a vital link to nature and social cohesion. Currently, there is an absence of wetland inventory quantifying loss and changes overtime. Hence the broad impacts of urbanisation on wetland loss are difficult to assess.We explored wetland loss and created a wetland inventory for Western Sydney, Australia, one of the world’s fastest growing urban regions. We used satellite imagery to determine wetland number and type, and calculated changes in wetland surface area from 2010-2017. Broad changes to land use were also quantified. We developed species distribution models of a common urban wetland turtle (Chelodina longicollis) that people interact with regularly or have as pets. Chelodina longicollis utilises both aquatic and terrestrial environments, and we determined if changes in distribution were associated with changes in the wetland inventory and urbanisation.Most local government areas (LGA) experienced a decrease in wetland surface area from 2010-2017, ranging from -1% (Cumberland) to -21% (Blacktown). Majority of LGAs experienced a decrease in wetland density, with wetland densities declining by 25% (Blacktown). All LGAs experienced an increase in urban land use, ranging from 3-12%, which was associated with high rates of wetland loss.Changes in turtle distribution over the decade reflects a southern distribution shift away from where wetland losses were concentrated. We estimated that ∼40,000 individual turtles were displaced or killed due to wetland loss and urbanisation.Urbanisation was the leading cause of wetland loss and degradation in Western Sydney between 2010 and 2017. Wetlands provide critical green infrastructure and significant green space for social cohesion in urban areas. Integration of current wetlands, or the creation of functional wetlands, is key for sustainable development of urban landscapes. Urban wetlands (natural and constructed) may provide “biodiversity arks” for endangered species and facilitate community led conservation programs.Competing Interest StatementThe authors have declared no competing interest.",10.1101/2020.06.22.127365,http://biorxiv.org/content/early/2020/06/23/2020.06.22.127365.abstract,Biorxiv,2,10.1101/2020.06.22.127365,http://biorxiv.org/content/early/2020/06/23/2020.06.22.127365.abstract
5414,drew2,MAYBE,JOUR,Maraci_et_al_2021_Biorxiv,"Maraci, Öncü and Corsini, Michela and Antonatou-Papaioannou, Anna and Jünemann, Sebastian and Sudyka, Joanna and Lecce, Irene Di and Caspers, Barbara A. and Szulkin, Marta",2021,Alterations to the Gut Microbiota of a Wild Juvenile Passerine in an Urban Mosaic,Biorxiv,Biorxiv,NA,2021.04.15.439940,"Urbanisation is a major anthropogenic perturbation that progressively alters multiple environmental parameters, thereby presenting novel evolutionary challenges to wild populations. Symbiotic microorganisms residing in the gastrointestinal tracts (gut) of vertebrates have well-established mutual connections with the physiology of their hosts and respond quickly to environmental alterations. However, the impacts of anthropogenic changes and urbanisation on gut microbiota remain poorly understood, especially in early development. To address this knowledge gap, we investigated the gut microbiota in juvenile great tits (Parus major) in an urban mosaic. First, we compared the microbiota of nestlings reared in artificial nest boxes or natural cavities. Next, we analysed microbiota variations employing two distinct urbanisation frameworks, (i) the classical urban/rural dichotomy and (ii) gradual changes in the amount of impervious surface area (ISA) in the urban space and identified the environmental variables that predicted the changes in the microbial communities. Alpha diversity was influenced by cavity type and by the amount of impervious surface surrounding the breeding location. Alpha diversity was also positively correlated with the tree cover density. Beta diversity differed between urban and rural sites, and these alterations covaried with sound pollution, the distance to the city centre and the distance to the closest road. Overall, the microbial communities reflect and are possibly influenced by the heterogeneous environmental modifications that are typical of the urban space. Strikingly, the choice of framework used to define the urban space can influence the outcomes of studies investigating animal-microbe symbiosis. Our results open new perspectives from which the potential function of microbial symbionts in the adaptation of their hosts to anthropogenic stress can be investigated.Competing Interest StatementThe authors have declared no competing interest.",10.1101/2021.04.15.439940,http://biorxiv.org/content/early/2021/04/23/2021.04.15.439940.abstract,Biorxiv,8,10.1101/2021.04.15.439940,http://biorxiv.org/content/early/2021/04/23/2021.04.15.439940.abstract
5418,drew2,MAYBE,JOUR,Kaushik_et_al_2020_Biorxiv,"Kaushik, Monica and Tiwari, Samakshi and Manisha, Kumari",2020,Habitat patch size and tree species richness shape the bird community in urban green spaces of rapidly urbanizing region of India,Biorxiv,Biorxiv,NA,2020.10.23.348391,"Rapid urbanization and associated biodiversity loss is rampant globally but especially a cause of concern for developing countries. However, numerous studies investigating the role of urban green spaces have established their key role in conserving larger suites of species in urban area. Yet our knowledge is lopsided due to lag in research in developing countries. We examined how landscape and local scale features of urban green spaces influence bird species richness, density, fine-foraging guild richness and composition during breeding and non-breeding season. This is the first study of this nature in one the Himalayan states of India. We quantified landscape level variables in the 250m buffer around 18 urban green spaces. We sampled vegetation and bird community during breeding and non-breeding season through 52 intensive sampling point spread across 18 urban green spaces. Size of the urban green space at landscape level and tree richness at the local scale emerged as important predictor variables influencing bird species richness, density and richness of imperiled insectivorous guild across seasons. Urban green spaces within education institutions and offices experiencing much less management supported higher bird richness and density whereas city parks were the most species poor. Community composition was affected more strongly by built-up cover and barren area in the matrix and also by tree species richness within urban green spaces. City planners should focus on establishing larger city parks during design stage whereas biodiversity potential of the existing urban green spaces could be enhanced by selecting native tree and shrub species to increase overall habitat complexity.Competing Interest StatementThe authors have declared no competing interest.",10.1101/2020.10.23.348391,http://biorxiv.org/content/early/2020/10/23/2020.10.23.348391.abstract,Biorxiv,3,10.1101/2020.10.23.348391,http://biorxiv.org/content/early/2020/10/23/2020.10.23.348391.abstract
5423,drew2,MAYBE,JOUR,Ascensão_et_al_2022_Biorxiv,"Ascensão, Fernando and D’Amico, Marcello and Revilla, Eloy and Pereira, Henrique M.",2022,"Road encroachment mediates species occupancy, trait filtering and dissimilarity of songbird communities",Biorxiv,Biorxiv,NA,2022.01.14.476305,"Assessing the road effects on biodiversity is challenging because impacts may depend on both wildlife responses to roads and on the spatial arrangement of roads. We questioned whether an increase in road encroachment i.e., the advancement of roads into non-urban areas, leads to significant changes (positive and negative) in species occurrence, and if so, whether those changes are linked to specific traits related to perturbation sensitiveness, therefore acting as filters that increase the community compositional dissimilarity. Using a large citizen-science dataset of point-counts performed throughout Iberian Peninsula (4,459 unique survey sites), we modelled the effect of road density on the occurrence of common songbirds (n=58), while accounting for potential confounding effects of environment and survey effort. We then tested if species’ occurrence patterns would be linked to specific traits related to the ability to cope with human presence. Finally, we assessed how road density affect the community compositional dissimilarity. We estimated 24 (41%) and 12 (21%) species to be negatively and positively affected by roads, respectively. Increased road encroachment was positively related with a higher prevalence of urban dwellers and negatively related with the occurrence of species nesting and foraging on the ground. Furthermore, increasing road density translated into an increasing community compositional dissimilarity, mostly due to species turnover. Our study support previous research showing that roads have different effects on the occurrence of different species, but we revealed that at least three species' traits have a clear relation with such road responses. Such trait filtering is probably causing a high species turnover between songbird communities occurring in roaded and nearby roadless areas. Overall, we found that different species-specific responses to roads translates into changes at the community level. Landscape and road-network management should be conceived acknowledging that roads are contributing to biodiversity changes. As so, building upon the concepts of Land Sharing / Land Sparing, conservation actions should be tailored according to the different species responses e.g., road verge management targeting species having a positive relation with road density; and compensation actions targeting species showing a negative response toward roads.Competing Interest StatementThe authors have declared no competing interest.",10.1101/2022.01.14.476305,http://biorxiv.org/content/early/2022/01/17/2022.01.14.476305.abstract,Biorxiv,4,10.1101/2022.01.14.476305,http://biorxiv.org/content/early/2022/01/17/2022.01.14.476305.abstract
5427,drew2,MAYBE,JOUR,Muderere_et_al_2018_Biorxiv,"Muderere, Trymore and Murwira, Amon and Tagwireyi, Paradzayi and Chiweshe, Ngoni",2018,Landscape structure influences avian species diversity in tropical urban mosaics,Biorxiv,Biorxiv,NA,388702,"In this study, we tested whether urban landscape structure influences avian species diversity using data for Harare, Zimbabwe. Initially, we quantified landscape structure using fragmentation indices derived from a 5m resolution SPOT 5 imagery. We collected bird species data through field-based observations of birds at 35 locations occurring in five land use/land cover types. We quantified avian species diversity using Barger-Parker, Menhinick and Simpson’s Indices. Regression analysis was used to determine the nature and strength of the relationships between avian species diversity and fragmentation indices. Results indicated that woodland specialist avian species are negatively associated with landscape fragmentation, while grassland specialist and generalist avian species positively responded to patch edge density, habitat patch size and shape complexity. Overall, our results suggest that changes in landscape structure due to expansion of built-up areas in tropical urban areas may influence avian species diversity.",10.1101/388702,http://biorxiv.org/content/early/2018/08/09/388702.abstract,Biorxiv,4,10.1101/388702,http://biorxiv.org/content/early/2018/08/09/388702.abstract
5431,drew2,MAYBE,JOUR,Diengdoh_et_al_2022_Biorxiv,"Diengdoh, Vishesh L. and Ondei, Stefania and Amin, Rahil J. and Hunt, Mark and Brook, Barry W.",2022,"Landscape functional connectivity for butterflies under different scenarios of land-use, land-cover, and climate change in Australia",Biorxiv,Biorxiv,NA,2022.02.07.479372,"Pollinating invertebrates are vital to terrestrial ecosystems but are impacted by anthropogenic habitat loss/fragmentation and climate change. Conserving and improving landscape connectivity is important to offset those threats, yet its assessment for invertebrates is lacking. In this study, we evaluated the functional connectivity between protected areas in Australia for 59 butterfly species, under present conditions and different future scenarios (for 2050 and 2090) of land-use, land-cover, and climate change. Using circuit-theory analysis, we found that functional connectivity under present conditions varies widely between species, even when their estimated geographical ranges are similar. Under future scenarios, functional connectivity is predicted to decrease overall, with negative changes worsening from 2050 to 2090, although a few species are positive exceptions. We have made our results available as spatial datasets to allow comparisons with taxa from other studies and can be used to identify priority areas for conservation in terms of establishing ecological corridors or stepping-stone habitat patches. Our study highlights the importance of considering pollinating invertebrates when seeking holistic conservation and restoration of a landscape’s functional connectivity, underscoring the need to expand and promote protected areas to facilitate functional connectivity under future scenarios of global change.Research Data The habitat suitability maps and functional connectivity maps are made available as GeoTiff images via Figshare (10.6084/m9.figshare.19130078).Competing Interest StatementThe authors have declared no competing interest.",10.1101/2022.02.07.479372,http://biorxiv.org/content/early/2022/02/10/2022.02.07.479372.abstract,Biorxiv,5,10.1101/2022.02.07.479372,http://biorxiv.org/content/early/2022/02/10/2022.02.07.479372.abstract
5435,drew2,MAYBE,JOUR,Swartz_et_al_2022_Biorxiv,"Swartz, Timothy M. and Gleditsch, Jason M. and Behm, Jocelyn E.",2022,A functional trait approach reveals the effects of landscape context on ecosystem services provided by urban birds,Biorxiv,Biorxiv,NA,2022.02.28.482331,"Land use intensification in urban areas can have profound effects on biological communities that provide valuable ecosystem services to urban residents. We used a functional response and effect trait approach to determine how bird species’ responses to local and landscape-scale habitat of urban green spaces affects the supply of cultural and regulating ecosystem services. We sampled bird communities and habitat variables in urban green spaces that varied in local and landscape-scale habitat composition and compiled a dataset of species’ response and effect traits related to nesting, foraging, diet, and visual and acoustic aesthetic appeal. Overall, the landscape-scale context of a green space had a stronger influence on species’ abundances than local-scale habitat. Landscape-scale impervious surface surrounding our study sites interacted with response traits related to nesting in human-built structures, clutch size, and consumption of invertebrates to drive bird species’ abundances. Because correlations between response and effect traits can influence the effect traits available to provide ecosystem services at a site, we explored the correlation of these three response traits to a suite of effect traits and found the response traits were correlated with several effect traits related to diet and regulating services but correlated with few of the plumage and acoustic traits that produce cultural services. Finally, we found that effect traits associated with cultural and regulating ecosystem services varied strongly along the landscape-scale gradient of urbanization. Sites with high impervious surface cover are expected to have low levels of invertebrate pest control and visual appeal but high levels of acoustic appeal, diet evenness (generalism), and granivory. Overall, our study highlights the key role of landscape-scale habitat in driving bird-mediated ecosystem services and underscores the importance of regional urban planning to create healthy and livable cities.Competing Interest StatementThe authors have declared no competing interest.",10.1101/2022.02.28.482331,http://biorxiv.org/content/early/2022/03/02/2022.02.28.482331.abstract,Biorxiv,3,10.1101/2022.02.28.482331,http://biorxiv.org/content/early/2022/03/02/2022.02.28.482331.abstract
5436,drew2,MAYBE,JOUR,Smith_et_al_2022_Biorxiv,"Smith, Chris C. R. and Tittes, Silas and Ralph, Peter L. and Kern, Andrew D.",2022,Dispersal inference from population genetic variation using a convolutional neural network,Biorxiv,Biorxiv,NA,2022.08.25.505329,"The geographic nature of biological dispersal shapes patterns of genetic variation over landscapes, so that it is possible to infer properties of dispersal from genetic variation data. Here we present an inference tool that uses geographically-referenced genotype data in combination with a convolutional neural network to estimate a critical population parameter: the mean per-generation dispersal distance. Using extensive simulation, we show that our deep learning approach is competitive with or outperforms state-of-the-art methods, particularly at small sample sizes (e.g., n = 10). In addition, we evaluate varying nuisance parameters during training—including population density, population size changes, habitat size, and the size of the sampling window relative to the full habitat—and show that this strategy is effective for estimating dispersal distance when other model parameters are unknown. Whereas competing methods depend on information about local population density or accurate identification of identity-by-descent tracts as input, our method uses only single-nucleotide-polymorphism data and the spatial scale of sampling as input. These features make our method, which we call disperseNN, a potentially valuable new tool for estimating dispersal distance in non-model systems with whole genome data or reduced representation data. We apply disperseNN to 12 different species with publicly available data, yielding reasonable estimates for most species. Importantly, our method estimated consistently larger dispersal distances than mark-recapture calculations in the same species, which may be due to the limited geographic sampling area covered by some mark-recapture studies. Thus genetic tools like ours complement direct methods for improving our understanding of dispersal.Competing Interest StatementThe authors have declared no competing interest.",10.1101/2022.08.25.505329,http://biorxiv.org/content/early/2022/09/11/2022.08.25.505329.abstract,Biorxiv,4,10.1101/2022.08.25.505329,http://biorxiv.org/content/early/2022/09/11/2022.08.25.505329.abstract
5439,drew2,MAYBE,JOUR,Biella_et_al_2021_Biorxiv,"Biella, Paolo and Tommasi, Nicola and Guzzetti, Lorenzo and Pioltelli, Emiliano and Labra, Massimo and Galimberti, Andrea",2021,"City climate and landscape structure shape pollinators, nectar and transported pollen along a gradient of urbanization",Biorxiv,Biorxiv,NA,2021.10.15.464497,"Urbanization gradients influence both landscape and climate and provide opportunity for understanding how species, especially plants and pollinators, respond to artificially driven environmental transitions.Here, we investigated several aspects of pollination along an urbanization gradient in landscape and climate. We quantified wild hoverfly and bee abundances with trapping, standing crop of nectar with spectrophotometer, and the pollen transported by flower-visitors with DNA-metabarcoding, in 40 independent sites from seminatural to built-up areas in Northern Italy.Linear and nonlinear relationships were detected along the urbanization gradient. Pollinator abundances increased until 22% of impervious surface, dropping by 34% after that, and it also decreased with green patch distance and urban park size. Thus, suburban landscapes host more pollinators than highly cemented or seminatural areas. Moreover, pollinators diminished by up to 45% in areas with low temperature seasonality: urbanized areas likely posing thermic stress. Furthermore, the sugar mass available in nectar increased by 91% with impervious cover, indicating that city nectars were less consumed or flowers more productive. Furthermore, the species richness of pollen decreased by 32% in highly urbanized areas, and with a high incidence of exotic plants, hinting for anthropized plant communities.Synthesis and applications. Urbanization influences pollinator abundances, nectar resources and transported pollen. Pollinators are negatively affected by a thermally harsh climate in highly urbanized areas with isolated green areas and large parks. Suburban landscapes demonstrated the highest pollinator presence. In the city core, flowers contained more nectary sugar, while pollinators collected pollen from a small number of plants, mainly exotic. These findings highlight the influence of urban landscape structure and climate on pollinators and plants, showing that cities are heterogenous realities. Patterns from this study will serve as basis for pollinator-friendly planning and management of urban landscapes.Competing Interest StatementThe authors have declared no competing interest.",10.1101/2021.10.15.464497,http://biorxiv.org/content/early/2021/10/16/2021.10.15.464497.abstract,Biorxiv,6,10.1101/2021.10.15.464497,http://biorxiv.org/content/early/2021/10/16/2021.10.15.464497.abstract
5440,drew2,MAYBE,JOUR,Ganci_et_al_2020_Biorxiv,"Ganci, Carolina Cunha and Provete, Diogo B. and Püttker, Thomas and Lindenmayer, David and Almeida-Gomes, Mauricio",2020,High species turnover shapes anuran community composition in ponds along an urban-rural gradient,Biorxiv,Biorxiv,NA,2020.09.01.276378,"The rapid expansion of urban areas in which natural and semi-natural areas are replaced by human infrastructure, such as buildings and streets, is a major threat to biodiversity worldwide. However, little is known about how the structure of biotic communities is affected by urbanization in the tropics. Here, we tested the effect of land use types in urban and peri-urban areas on frog species richness and community composition in central Brazil. We selected 20 ponds differing in size and surrounding levels of urbanization as well as natural forest cover. We then used a Poisson GLM and a distance-based Redundancy Analysis (db-RDA) to relate species richness and community composition, respectively, to environmental variables. Variation in species richness was best explained by pond size (positive effect) and amount of urbanization (negative effect) in the surrounding 500 m. Community composition was mainly driven by species turnover than by nestedness, with db-RDA showing that turnover was explained primarily by urban infrastructure and forest cover. Our results indicate that urbanization negatively influences species richness. Moreover, as the amount of urbanization increased, several species were replaced by others taxa that appear better adapted to urban environments. Our results indicate that maintaining large ponds with surrounding native vegetation in urban environments might be an effective strategy for conserving frog communities.Competing Interest StatementThe authors have declared no competing interest.",10.1101/2020.09.01.276378,http://biorxiv.org/content/early/2020/09/02/2020.09.01.276378.abstract,Biorxiv,5,10.1101/2020.09.01.276378,http://biorxiv.org/content/early/2020/09/02/2020.09.01.276378.abstract
5441,drew2,MAYBE,JOUR,Bergey_2020_Biorxiv,"Bergey, Elizabeth A. and Whipkey, Benjamin E.",2020,"Climate gradients, and patterns of biodiversity and biotic homogenization in urban residential yards",Biorxiv,Biorxiv,NA,2020.06.04.133918,"Residential yards constitute a substantive biodiverse greenspace within urban areas. This biodiversity results from a combination of native and non-native species and can contribute to biotic homogenization. Geographical climatic patterns affect the distribution of native species and may differently affect non-native species. In this study, we examined biodiversity and biotic homogenization patterns of yard-dwelling land snails across 12 towns in Oklahoma and Kansas (USA). The 3 × 4 array of towns incorporated a N-S winter temperature gradient (mean low January temperature range = −8.4 to 0.1 °C) and an E-W annual rainfall gradient (annual rainfall range = 113.8 to 61.3 cm/yr). Ten yards per town were surveyed. We hypothesized that mild winter temperatures and greater annual rainfall would be associated with greater snail abundance and richness, and that the presence of non-native species would contribute to biotic homogenization. Non-native snails were present and often abundant in all towns. Snail communities varied with both rainfall and cold temperature. Contrary to our prediction, snail abundance was inversely related to annual rainfall – likely because drier conditions resulted in greater yard watering that both augmented rainfall and maintained moist conditions. Sørensen similarity between towns for the entire land snail community and for only non-native species both showed distance-decay patterns, with snail composition becoming less similar with increasing distance - patterns resulting from species turnover. The biotic homogenization index also showed a distance-decay pattern, such that closer towns were more likely to have biotic homogenization whereas more distant towns tended to have biotic differentiation. These results support the concept that biotic homogenization is more likely regionally and that climatic changes over distance result in species turnover and can reduce spatially broad biotic homogenization.",10.1101/2020.06.04.133918,http://biorxiv.org/content/early/2020/06/04/2020.06.04.133918.abstract,Biorxiv,2,10.1101/2020.06.04.133918,http://biorxiv.org/content/early/2020/06/04/2020.06.04.133918.abstract
5444,drew2,MAYBE,JOUR,Tessier_et_al_2020_Biorxiv,"Tessier, Daphnée Lecours and Maranger, Roxane and Poisot, Timothée",2020,Omnidirectional and omnifunctional connectivity analyses with a diverse species pool,Biorxiv,Biorxiv,NA,2020.02.03.932095,"Connectivity among habitat patches in both natural and disturbed landscapes needs to be accounted for in conservation planning for biodiversity maintenance. Yet methods to assess connectivity are often limited, because simulating the dispersal of many species is computationally prohibitive, and current simulations make simplifying assumptions about movement that are potentially erroneous. Here we show how these limits can be circumvented and propose a novel framework for the assessment of omnifunctional and omnidirectional connectivity in a 28000 km2 area in the Laurentian region of Québec, Canada. Our approach relies on (i) the use of Omniscape, an improved version of Circuitscape which allows omnidirectional simulations that better emulate animal movement and (ii) the synthesis of large volume of species-level dispersal simulations through a posteriori clustering of the current intensity. Our analysis reveals that the movement of 93 species evaluated can be clustered into three functional dispersal guilds, corresponding to mostly aquatic species, terrestrial species able to use aquatic environments, and strictly terrestrial species. These functional guilds do not share connectivity hotspots, suggesting that corridor planning would need to account for the multiplicity of dispersal strategies. Although this approach requires a large volume of computing resources, it provides richer information on which landscape features are critical to maintain or need to be regenerated for broader biodiversity maintenance goals.",10.1101/2020.02.03.932095,http://biorxiv.org/content/early/2020/02/03/2020.02.03.932095.abstract,Biorxiv,3,10.1101/2020.02.03.932095,http://biorxiv.org/content/early/2020/02/03/2020.02.03.932095.abstract
5454,drew2,MAYBE,JOUR,Mata_et_al_2021_Biorxiv,"Mata, Luis and Hahs, Amy K. and Palma, Estibaliz and Backstrom, Anna and King, Tyler and Olson, Ashley R. and Renowden, Christina and Smith, Tessa R. and Vogel, Blythe",2021,Large ecological benefits of small urban greening actions,Biorxiv,Biorxiv,NA,2021.07.23.453468,"The detrimental effects of human-induced environmental change on people and other species are acutely manifested in urban environments. While urban greenspaces are known to mitigate these effects and support functionally diverse ecological communities, evidence of the ecological outcomes of urban greening remains scarce. We use a longitudinal observational design to provide empirical evidence of the putative ecological benefits of greening actions. We show how a small greening action quickly led to large positive changes in the richness, demographic dynamics, and network structure of a depauperate insect community. An increase in the diversity and complexity of the plant community led to, after only three years, a large increase in insect species richness, a greater probability of occurrence of insects within the greenspace, and a higher number and diversity of interactions between insects and plant species. We demonstrate how large ecological benefits may be derived from investing in small greening actions and how these contribute to bring indigenous species back to greenspaces where they have become rare or locally extinct. Our findings provide crucial evidence that support best practice in greenspace design and contribute to re-invigorate policies aimed at mitigating the negative impacts of urbanisation on people and other species.Competing Interest StatementThe authors have declared no competing interest.",10.1101/2021.07.23.453468,http://biorxiv.org/content/early/2021/09/12/2021.07.23.453468.abstract,Biorxiv,9,10.1101/2021.07.23.453468,http://biorxiv.org/content/early/2021/09/12/2021.07.23.453468.abstract
