"STUDY_ID","REVIEWERS","INCLUDE","source_type","label","author","year","title","journal","source","volume","start_page","abstract","doi_upd","url_upd","jour_s","num_authors","doi_prv","url_prv"
"2501","drew2","Framework","JOUR","Li_et_al_2019_BeijingLinyeDaxueXuebao/JournalofBei","Li, F. and Liu, Y. and Shi, Y. and Hu, K. and Zheng, X.","2019","Construction of green space planning framework based on ecosystem service function simulation: a case study of shallow mountain area in Beijing","Beijing Linye Daxue Xuebao/Journal of Beijing Forestry University","Beijing Linye Daxue Xuebao/Journal of Beijing Forestry University","41","125","Objective: In the context of rapid urbanization and global climate change, the deterioration of the ecological environment has brought tremendous impact on human life and health. Ecosystem service function assessment has been promoted as a method to cope with climate change and build a green and livable living environment. Establishing a green space planning framework based on ecosystem service function simulation calculus has scientific guiding significance for objectively evaluating the service function of green space and building a sustainable green space network. Method: On the basis of summarizing the relevant research of scholars at home and abroad, this paper takes the shallow mountain area of Beijing as an example to construct a green spatial planning framework based on the assessment of ecosystem service function. Six functional indicators, namely, heat island mitigation, soil and water conservation, carbon sequestration and oxygen release, climate regulation, biodiversity conservation and cultural recreation, were selected, and runoff was adopted. Coefficient formula calculation, MaxEnt model simulation and other methods were used to evaluate, identify the location of key green spaces of different service types in the region and propose suitable green space types. Finally, through the construction of recreational greenways and ecological corridors, green space links were strengthened and the layout of green space was improved. Result: The results showed that the spatial distribution of ecosystem service benefits of different types showed some differences. According to the service differences provided by different regions, seven types of green space were delimited, including wetland park, forest park, country park, urban park, geological park, scenic spot and ecological conservation green space. Six new green roads were added. In plain and shallow mountainous area, ecological corridors were constructed in villages and towns such as Hot Spring Town, Yanshou Town, Shisanling Town and Yukou Town, and linear green space for the purpose of protecting target animals was established. Conclusion: The aim is to strengthen the implementation of ecological priority development strategy in shallow mountain areas and promote the formation of sustainable green development mode. © 2019, Editorial Department of Journal of Beijing Forestry University. All right reserved.","10.13332/j.1000-1522.20190149","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076320163&doi=10.13332%2fj.1000-1522.20190149&partnerID=40&md5=00051fd12b1a7cffe63093fe18ca5a68","Beijing Linye Daxue Xuebao/Journal of Beijing Forestry University","5","10.13332/j.1000-1522.20190149","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076320163&doi=10.13332%2fj.1000-1522.20190149&partnerID=40&md5=00051fd12b1a7cffe63093fe18ca5a68"
"2508","drew2","Framework","CONF","Murphy_2020_RiverFlow2020-Proceedingsofthe10thConf","Murphy, B.M. and Nelson, P.A.","2020","Urban stream assessment procedure: An integrative framework for assessing stream condition in the urban environment","River Flow 2020 - Proceedings of the 10th Conference On Fluvial Hydraulics","River Flow 2020 - Proceedings of the 10th Conference On Fluvial Hydraulics",NA,"2119","Numerous multi-scale hierarchical river health approaches and assessments have been developed and implemented with a variety of scientific and management purposes. Although many existing biological and geomorphological assessments offer insights into stream function, none were developed for or exclusively capture the functions of streams in the urban environment. Quantitative aspects of existing screening tools are limited in urban streams due to the unique combination of hydrogeomorphic and anthropogenic factors in the urban environment. Analyzing the physical, biological, and social drivers within the concept of the urban stream syndrome coupled with recent advances in stream assessments connects the health of urban streams with past, present, and future impacts. The urban stream assessment procedure (USAP) provides an innovative framework and conceptual model to comprehensively assess stream functions in the urban environment and quantify stream health at multiple scales. The specific aim is to identify and investigate the highest function and lowest maintenance “version” of an urban stream that is achievable given the context – varying hydrologic regimes, geomorphic conditions, ecologic diversity, social contexts, and community values. It is designed to classify urban stream reaches and corridors according to their hydrological, geomorphological, vegetation characteristics and to support identification of reaches that might be candidates for rehabilitation. Employing a multi-scale framework yields greater success in assessing stream function, diagnosing watershedwide drivers, and implementing strategies to enhance streams in the urban environment. Furthermore, the USAP framework can assist water resources managers in assessing and managing health specific to urban streams through applicable spatial and relevant parameters and metrics. © 2020 Taylor & Francis Group, London",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117363038&partnerID=40&md5=16122df2c0c768cd05660906d31d6245","River Flow 2020 - Proceedings of the 10th Conference On Fluvial Hydraulics","2",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117363038&partnerID=40&md5=16122df2c0c768cd05660906d31d6245"
"2581","drew2","TopicReview","JOUR","Zheng_et_al_2019_JournalofEcologyandRuralEnvironme","Zheng, H. and Gao, J.-X. and Xie, G.-D. and Zou, C.-X. and Jin, Y.","2019","Ecological corridor","Journal of Ecology and Rural Environment","Journal of Ecology and Rural Environment","35","137","Habitat fragmentation leads to decrease in biodiversity and to damage of ecological functions. Construction of ecological corridors can connect separated landscapes elements, which plays an important role in protecting and restoring of biodiversity and in maintaining and delivering of ecological functions. The concept, origin and development of ecological corridor are introduced and the ecological functions of the ecological corridor are analyzed with respect to biodiversity protection, environmental protection of ecological resources, development of ecological security and suitable responses to global climate change. Furthermore, methods of construction of ecological corridors are examined based on the minimum cost distance model and the circuit theory, and the influences of the biotic habitat and the length and quality of the corridor on the effectiveness of the ecological corridor are discussed. Research on ecological corridors had a late start in China, and has been limited to the topics of urban afforestation, landscape aesthetics and small-scale ecological protection. By analyzing the basis for, the approaches to and the existing cases of the construction of large-scale international ecological corridors in an international setting, references for the construction of ecological corridors in China are provided. It is concluded that in China the construction of ecological corridors should be focused on their ecological functions at the landscape and regional scale and could be based on the existing ecological planning. © 2019, China Environmental Science Press. All rights resvered.","10.19741/j.issn.1673-4831.2017.0746","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063635304&doi=10.19741%2fj.issn.1673-4831.2017.0746&partnerID=40&md5=0f34660943075c04be94be651b02305b","Journal of Ecology and Rural Environment","5","10.19741/j.issn.1673-4831.2017.0746","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063635304&doi=10.19741%2fj.issn.1673-4831.2017.0746&partnerID=40&md5=0f34660943075c04be94be651b02305b"
"2695","drew2","TopicReview","JOUR","Torres-Florez_et_al_2018_ConservationGenetics","Torres-Florez, J.P. and Johnson, W.E. and Nery, M.F. and Eizirik, E. and Oliveira-Miranda, M.A. and Galetti, P.M.","2018","The coming of age of conservation genetics in Latin America: what has been achieved and what needs to be done","Conservation Genetics","Conservation Genetics","19","1","Genetic research is a well-recognized component of understanding biodiversity and is an invaluable approach for documenting and mitigating increasingly high rates of loss. Here we present a quantitative synthesis of conservation genetics science in Latin America and its progress, focusing on evolving trends on different taxonomic groups, environments and markers. We reviewed 528 conservation genetics research papers published in 57 journals from 1992 to 2013. Brazil and Mexico were the most represented countries in the literature and there was a marked disparity between terrestrial (~64%) and aquatic-marine research (~36%). More than a third or the articles focused on plants (~35%) while the other (65%) were animal studies with a clear emphasis on mammals (35%) and bony fishes (24%). Most research (42%) addressed patterns of population structure, while 17% focused on genetic diversity issues and 14% focused on the description of novel genetic markers. Finally, although genetics has become an integral part of conservation biology, genetic analyses have often not been completely integrated into the development of conservation and management strategies and formal policies. We discuss the levels to which these types of studies can effectively contribute to biodiversity conservation in this region, and offer suggestions on how conservation genetic approaches may be used more broadly, enhancing the connectivity between scientists and policy makers. © 2017, Springer Science+Business Media B.V.","10.1007/s10592-017-1006-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027861553&doi=10.1007%2fs10592-017-1006-y&partnerID=40&md5=a3277787f5793965e091347853204add","Conservation Genetics","6","10.1007/s10592-017-1006-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027861553&doi=10.1007%2fs10592-017-1006-y&partnerID=40&md5=a3277787f5793965e091347853204add"
"2732","drew2","TopicReview","CHAP","Zedler_et_al_2018_EncyclopediaofEcology","Zedler, J.B. and Bonin, C.L. and Larkin, D.J. and Varty, A.","2018","Salt marshes","Encyclopedia of Ecology","Encyclopedia of Ecology",NA,"614","Salt marshes (also spelled saltmarshes) occur where fine sediments accumulate along sheltered shorelines of marine bays, saline lakes, and alkali sinks. Those in intertidal settings are well studied for two reasons (1) salinity reduces plant diversity and inundation/exposure regimes structure composition, facilitating manipulative studies of vegetation-elevation patterns and (2) large expanses of monotypic vegetation are amenable to analysis of ecosystem functions (productivity, nutrient dynamics, food web support, and landscape connectivity). Salt marshes continue to advance science in these areas. Several functions of salt marsh ecosystems are considered services of high value to society, for example, primary productivity, denitrification, and biodiversity support. In urban and agricultural areas, especially bays with major ports, up to 100% of salt marsh area has been destroyed or converted to human uses (e.g., salt ponds, fish ponds, diked and desalted lands for agriculture). Pollution, canals, subsidence, and increasing rates of sea-level rise (with global warming) continue to threaten salt marsh quantity and quality. Restoration efforts are underway in part to manage the retreat anticipated with rising sea level and to replace lost wetlands. Several innovative experiments in salt marshes are advancing both restoration practice and science. © 2019 Elsevier B.V.","10.1016/B978-0-444-63768-0.00357-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079254690&doi=10.1016%2fB978-0-444-63768-0.00357-7&partnerID=40&md5=87700bc9ad596c10ace10a4bfe29be57","Encyclopedia of Ecology","4","10.1016/B978-0-444-63768-0.00357-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079254690&doi=10.1016%2fB978-0-444-63768-0.00357-7&partnerID=40&md5=87700bc9ad596c10ace10a4bfe29be57"
"2778","drew2","TopicReview","CHAP","Radcliffe_2018_ApproachesToWaterSensitiveUrbanDesi","Radcliffe, J.C.","2018","History of water sensitive urban design/low impact development adoption in Australia and internationally","Approaches To Water Sensitive Urban Design: Potential, Design, Ecological Health, Urban Greening, Economics, Policies, and Community Perceptions","Approaches To Water Sensitive Urban Design: Potential, Design, Ecological Health, Urban Greening, Economics, Policies, and Community Perceptions",NA,"1","Since the 1980s, urban planning and development has increasingly taken account of natural water and nutrient cycles, with water flows managed as would have occurred on the original greenfield site, emulating the original ecosystem. However, other drivers deriving from the impact of urban development and increased human activity include • managing stormwater quality, • mitigating a risk of increased flooding, especially where there had been some previous history of them in the greenfield environment, • harvesting of rainwater and stormwater for potable and nonpotable use, • greening the urban environment to reduce the heat island effect generated by intensive urban development and increased pavements, and • improving the aesthetics of the urban environment to encourage a feeling of well-being in the community. These philosophies were developed in North America as Low Impact Development and later Green Infrastructure (which sometimes also assumes a consideration of energy management) in response to the 1972 passage of the Clean Water Act (US). Planning may incorporate green roofs, rain gardens, swales, permeable pavements, wetlands, green spaces, and urban natural vegetation corridors. Britain adopted Sustainable Urban Drainage Systems (SuDS) techniques. In Europe, planners and local government respond to the European Union Water Management and Flooding Directives on a river basin basis. In Australia, similar policy developments took place under the philosophy of Water Sensitive Urban Design (WSUD). The components and drivers vary between communities, each choosing emphases appropriate to their catchments, infrastructure, seasonal climate, local water cycle, and social expectations. Cities in East Asia have been undergoing rapid urbanization over the past 40 years, often accompanied by increased flooding, especially in China. In 2013, China introduced new urban policies which included the concept of Sponge Cities where “stormwater can be naturally conserved, infiltrated, and purified” for potential reuse, thereby reducing flood risks and increasing water availability. Construction guidelines were issued. Thirty major cities are participating as pilot cities. Each is eligible for central government subsidies. In Africa, the term Water-Sensitive Settlements has been suggested as the WSUD approach as originally envisaged does not take cognizance of the “developmental” or “equity” issues, which are particularly important in developing countries that may have legacies from their colonial or apartheid past. Many countries are now beginning to consider the necessity for WSUD in their cities and settlements. Addressing technical integration problems, legislative constraints, social equity, and community acceptance will be necessary for them to develop Water Sensitive Cities. This chapter summarizes the history of WSUD adoption and examples of the approach that has been taken across the globe. © 2019 Elsevier Inc. All rights reserved.","10.1016/B978-0-12-812843-5.00001-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068225243&doi=10.1016%2fB978-0-12-812843-5.00001-0&partnerID=40&md5=660170326d9e8ee3d806783bb46fbb70","Approaches To Water Sensitive Urban Design: Potential, Design, Ecological Health, Urban Greening, Economics, Policies, and Community Perceptions","1","10.1016/B978-0-12-812843-5.00001-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068225243&doi=10.1016%2fB978-0-12-812843-5.00001-0&partnerID=40&md5=660170326d9e8ee3d806783bb46fbb70"
"2812","drew2","TopicReview","JOUR","De Lotto_et_al_2017_InternationalJournalofSustaina","De Lotto, R. and Esopi, G. and Sturla, S.","2017","Sustainable policies to improve urban ecosystem resilience","International Journal of Sustainable Development and Planning","International Journal of Sustainable Development and Planning","12","780","In the contemporary debate about key issues of urban science (sustainability, environment, governance, etc.) resilience has a fundamental role. It is defined as the ability of a complex system to cope with external stresses through adaptation and mutation strategies and to return to an equilibrium state (not necessarily equal to the original one). In particular, ecosystem resilience is based on the concepts of diversity (biodiversity), redundancy (ecological variability), cycles of adaptation (multiple equilibrium states), and interaction between spatial scales (hierarchy) and temporal (activation of different times responses). In an urban context with high soil sealing, such as historical centers, it is essential to find new methods and application techniques that will be able to integrate the use of natural solutions with artificial ones and increasing ecosystem resilience and urban ecological quality. In fact, in these contexts, the percentage of permeable and green public areas available is not capable of performing ecosystem functions: so, it is necessary to act on private property through green punctual interventions (such as green roofs and walls), that may become fundamental elements of the municipal ecological network. In fact, these actions bring benefits from several points of view (environmental, economic, building comfort, etc.) The aim of the paper is to study the relationship between technical aspects and urban policies, and, in particular, to resolve the main question: how to encourage private owners to invest in green interventions for improving buildings' efficiency and environmental quality? In this process it is important to define sustainable policies acting on private property that consider both individual and global interests. Further, the article focuses on different case studies and examples taken from the United States with the objective to define similar policies in the Italian context. © 2017 WIT Press.","10.2495/SDP-V12-N4-780-788","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008457476&doi=10.2495%2fSDP-V12-N4-780-788&partnerID=40&md5=5047775655b4993612ed875f1ad75643","International Journal of Sustainable Development and Planning","3","10.2495/SDP-V12-N4-780-788","https://proxy.library.carleton.ca/login?qurl=https://www.proquest.com/docview/2254636514?accountid=9894&bdid=29285&_bd=L5pFM824orzaSR3b4fRDDjz31Uc%3D"
"2900","drew2","TopicReview","JOUR","Senapathi_et_al_2017_FunctionalEcology","Senapathi, D. and Goddard, M.A. and Kunin, W.E. and Baldock, K.C.R.","2017","Landscape impacts on pollinator communities in temperate systems: evidence and knowledge gaps","Functional Ecology","Functional Ecology","31","26","This review assesses current knowledge about the interplay between landscape and pollinator communities. Our primary aim is to provide an evidence base, identify key gaps in knowledge and highlight initiatives that will help develop and improve strategies for pollinator conservation. Human-dominated landscapes (such as arable land and urban environments) can have detrimental impacts on pollinator communities but these negative effects can be ameliorated by proximity to semi-natural habitat and habitat corridors. There is also evidence to suggest that increased landscape heterogeneity and landscape configuration can play an important role in the maintenance of diverse pollinator communities. Landscape characteristics have direct impacts on pollinator communities, but can also influence abundance and richness through interaction with other drivers such as changing climate or increased chemical inputs in land management. The majority of existing literature focuses on specific hymenopteran groups, but there is a lack of information on the impact of landscape changes on non-bee taxa. Research is also needed on the effectiveness of management interventions for pollinators and multiple year observations are required for both urban and rural initiatives. Current policies and monitoring schemes could contribute data that will plug gaps in knowledge, thus enabling greater understanding of relationships between landscapes and pollinator populations. This would in turn help design mitigation and adaptation strategies for pollinator conservation. A lay summary is available for this article. © 2016 The Authors. Functional Ecology published by John Wiley & Sons Ltd on behalf of British Ecological Society.","10.1111/1365-2435.12809","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007162498&doi=10.1111%2f1365-2435.12809&partnerID=40&md5=5c14572d5c4da583487b894e14f5d43b","Functional Ecology","4","10.1111/1365-2435.12809","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007162498&doi=10.1111%2f1365-2435.12809&partnerID=40&md5=5c14572d5c4da583487b894e14f5d43b"
"2961","drew2","TopicReview","CHAP","Gill_et_al_2016_AdvancesinEcologicalResearch","Gill, R.J. and Baldock, K.C.R. and Brown, M.J.F. and Cresswell, J.E. and Dicks, L.V. and Fountain, M.T. and Garratt, M.P.D. and Gough, L.A. and Heard, M.S. and Holland, J.M. and Ollerton, J. and Stone, G.N. and Tang, C.Q. and Vanbergen, A.J. and Vogler, A.P. and Woodward, G. and Arce, A.N. and Boatman, N.D. and Brand-Hardy, R. and Breeze, T.D. and Green, M. and Hartfield, C.M. and O'Connor, R.S. and Osborne, J.L. and Phillips, J. and Sutton, P.B. and Potts, S.G.","2016","Protecting an Ecosystem Service: Approaches to Understanding and Mitigating Threats to Wild Insect Pollinators","Advances in Ecological Research","Advances in Ecological Research","54","135","Insect pollination constitutes an ecosystem service of global importance, providing significant economic and aesthetic benefits as well as cultural value to human society, alongside vital ecological processes in terrestrial ecosystems. It is therefore important to understand how insect pollinator populations and communities respond to rapidly changing environments if we are to maintain healthy and effective pollinator services. This chapter considers the importance of conserving pollinator diversity to maintain a suite of functional traits and provide a diverse set of pollinator services. We explore how we can better understand and mitigate the factors that threaten insect pollinator richness, placing our discussion within the context of populations in predominantly agricultural landscapes in addition to urban environments. We highlight a selection of important evidence gaps, with a number of complementary research steps that can be taken to better understand: (i) the stability of pollinator communities in different landscapes in order to provide diverse pollinator services; (ii) how we can study the drivers of population change to mitigate the effects and support stable sources of pollinator services and (iii) how we can manage habitats in complex landscapes to support insect pollinators and provide sustainable pollinator services for the future. We advocate a collaborative effort to gain higher quality abundance data to understand the stability of pollinator populations and predict future trends. In addition, for effective mitigation strategies to be adopted, researchers need to conduct rigorous field testing of outcomes under different landscape settings, acknowledge the needs of end-users when developing research proposals and consider effective methods of knowledge transfer to ensure effective uptake of actions. © 2016 Elsevier Ltd.","10.1016/bs.aecr.2015.10.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953791402&doi=10.1016%2fbs.aecr.2015.10.007&partnerID=40&md5=501e7e4aa67fd31bcd8f255dfc124f55","Advances in Ecological Research","27","10.1016/bs.aecr.2015.10.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953791402&doi=10.1016%2fbs.aecr.2015.10.007&partnerID=40&md5=501e7e4aa67fd31bcd8f255dfc124f55"
"3056","drew2","Framework","CONF","Lin_et_al_2015_Wmsci2015-19thWorldMulti-Conference","Lin, L.-K. and Chen, H.-W. and Chou, Y.-C. and Yang, C.-T. and Yen, H.-Y. and Lu, C.-H.","2015","Site selection for habitat restoration by multiple-criteria decision making approach","Wmsci 2015 - 19th World Multi-Conference On Systemics, Cybernetics and Informatics, Proceedings","Wmsci 2015 - 19th World Multi-Conference On Systemics, Cybernetics and Informatics, Proceedings","2","225","Urban development in recent years has caused a rapid decrease in wildlife habitat. The reduction in biological habitat will result in significant loss in biodiversity. Currently city developed does not use an overall comprehensive planning strategy but instead uses zone by zone development strategy. Using this type of development strategy, modern urbanization will face the issue of insufficient green space as well as unable to resolve the predicament of increasing green coverage. This study will use Taichung City Dadu platform as a case study. Satellite remote sensing technology will be used to explore the green space resource during the spring and winter season. We will use the geographic information systems to build a grid -like layer on the area to complete the analysis of habitat conditions, followed by the multiple-criteria evaluation of this grid to circle the patch. Selection criteria for this study will include many factors including surface landscape index, environmental factors, indicators of biological diversity, social factors. etc. ; in the study, there will be different levels for each factor weighted score, the scores will give different weight according to their scores in the area, Finally, the insert filter out unsuitable bloc. The results identify 27 patches, as a kind of regional planning studies of urban ecological green corridors candidate to address and to make recommendations on environmental protection zone. Finally, the research seeks to propose strategies on integrating the fragmented hillside vegetation areas for city habitat management.",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961161808&partnerID=40&md5=70bc138432f443f404f57579dd4cb165","Wmsci 2015 - 19th World Multi-Conference On Systemics, Cybernetics and Informatics, Proceedings","6",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961161808&partnerID=40&md5=70bc138432f443f404f57579dd4cb165"
"3108","drew2","Theoretical","CHAP","Riley_et_al_2014_UrbanWildlifeConservation:Theorya","Riley, S.P.D. and Brown, J.L. and Sikich, J.A. and Schoonmaker, C.M. and Boydston, E.E.","2014","Wildlife friendly roads: The impacts of roads on wildlife in urban areas and potential remedies","Urban Wildlife Conservation: Theory and Practice","Urban Wildlife Conservation: Theory and Practice",NA,"323","Roads are one of the most important factors affecting the ability of wildlife to live and move within an urban area. Roads physically replace wildlife habitat and often reduce habitat quality nearby, fragment the remaining habitat, and cause increased mortality through vehicle collisions. Much ecological research on roads has focused on whether animals are successfully crossing roads, or if the road is a barrier to wildlife movement, gene flow, or functional connectivity. Roads can alter survival and reproduction for wildlife, even among species such as birds that cross roads easily. Here we examine the suite of potential impacts of roads on wildlife, but we focus particularly on urban settings. We report on studies, both in the literature and from our own experience, that have addressed wildlife and roads in urban landscapes. Although road ecology is a growing field of study, relatively little of this research, and relatively few mitigation projects, have been done in urban landscapes. We also draw from the available science on road impacts in rural areas when urban case studies have not fully addressed key topics. © 2014 Springer Science+Business Media, LLC. All rights are reserved.","10.1007/978-1-4899-7500-3_15","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929688100&doi=10.1007%2f978-1-4899-7500-3_15&partnerID=40&md5=96ab36f03cc31d79b6e4441a847da206","Urban Wildlife Conservation: Theory and Practice","5","10.1007/978-1-4899-7500-3_15","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929688100&doi=10.1007%2f978-1-4899-7500-3_15&partnerID=40&md5=96ab36f03cc31d79b6e4441a847da206"
"3255","drew2","TopicReview","CHAP","Forman_2013_InfrastructureSustainabilityandDesign","Forman, R.T.T.","2013","Infrastructure and Nature: Reciprocal Effects and Patterns for Our Future","Infrastructure Sustainability and Design","Infrastructure Sustainability and Design",NA,"35","My objective in this chapter is to explore these reciprocal effects, highlighting the resulting spatial patterns, and pinpointing key principles to use for a better future on the land. Roadways, railways, pipelines, powerlines and other corridors underpin today's society. Fortunately, a rather robust literature has rapidly emerged in a mere 25 years to elucidate this huge topic (Figure 3.1).1 ""Landscape ecology"" analyzes spatial patterns, functional flows and movements, and change over time for large land areas, such as seen from an airplane window or in a broad satellite image. ""Road ecology"" studies and catalyzes solutions for the interactions among vehicles, roads, plants, animals, earth, water, and air across the land. ""Urban region ecology"" analyzes the interactions among plants/animals and the physical environment for the city within its interdependent surrounding ring-around-the-city. Throughout this analysis key principles emerge for planning and policy. © 2012 Taylor and Francis.","10.4324/9780203120316-10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010292289&doi=10.4324%2f9780203120316-10&partnerID=40&md5=6878f417c75b1f3b92703acf27e33aff","Infrastructure Sustainability and Design","1","10.4324/9780203120316-10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010292289&doi=10.4324%2f9780203120316-10&partnerID=40&md5=6878f417c75b1f3b92703acf27e33aff"
"3338","drew2","TopicReview","CHAP","Schmandt_2011_theImpactofGlobalWarmingOnTexas:Seco","Schmandt, J.","2011","Policy","the Impact of Global Warming On Texas: Second Edition","the Impact of Global Warming On Texas: Second Edition",NA,"257","The preceding chapters document how climate change and climate variability will impact Texas: temperatures will rise, heat waves will occur more frequently, it will be drier west of the Interstate 35 corridor, severe weather will become more frequent, in-stream flows will fall, biodiversity will decline, and the sea level will rise. The exact timing of these changes and the speed at which they will occur remain uncertain. It is also unknown whether some of the predicted changes will occur gradually or suddenly after a tipping point has been reached. These findings echo what we presented in the first edition of this book, published in 1995. Results of more recent studies on climate change and Texas include: • In 1997 the Environmental Protection Agency (EPA) released a report, Climate Change and the States, that came to similar conclusions (EPA 1997). Its findings are summarized in Table 10.1. • A national assessment published in 2000, ""The Potential Consequences of Climate Variability and Change,"" added important points: The summer heat index (which combines temperature and humidity) will increase significantly, heat stress for people and livestock will be more severe, soil moisture will decline as precipitation decreases and evaporation increases, reductions in water supply and quality will pose problems primarily for urban and poor populations, the coastal zone will suffer significant loss of property and damage to ecosystems as a result of coastal flooding and erosion, oil refineries and the Gulf Intracoastal Waterway will be at risk from more frequent and more intense storms, and the health of urban populations will be impaired by an increase in smog-forming gases from fossil fuel power plants (U.S. Global Change Research Program 2000). • Norwine and John (2007) concluded that South Texas by 2100 will be drier, hotter, and stormier. Barrier islands will have been lost, and saltwater intrusion will diminish water supplies. • A recent study by the U.S. Global Change Research Program emphasizes the risk of more intense droughts: ""The consensus of most climate-model projections is for a reduction of cool-season precipitation across the U.S. Southwest and northwest Mexico"" (NOAA 2008). The likely impacts for Texas fall within the range of changes predicted for North America by Working Group 2 of the 2007 IPCC Assessment (IPCC 2007): IPCC assigns ""very high confidence"" to stress and damage from extreme weather and rising sea level, as well as infrastructure, health, and safety issues (Table 10.2). Taken together, the findings about the expected impacts of climate change on Texas have not changed fundamentally over the last decade and a half, but the evidence is now more extensive and detailed. In contrast, the context for policy development has changed substantially. There are several reasons for this. First, decision makers have fewer excuses to defer action because of scientific uncertainty. Key questions that were controversial two decades ago have been resolved: Yes, warming occurs not only at the earth's surface but also at higher altitudes. Yes, increased water vapor in the atmosphere amplifies global warming. Only the regional distribution of precipitation and the exact timing of predicted changes remain uncertain and require more study. Second, climate change is no longer a distant possibility but is occurring now. ""Observational evidence from all continents and most oceans shows that many natural systems are being affected by regional climate changes, particularly temperature increases."" This is in sharp contrast to our 1995 assumption that the impacts of climate change would be felt only by 2030. Third, the overwhelming majority of scientists are confident that observed and predicted changes in natural as well as social systems are caused by human actions. (These three statements are based on IPCC 2007.) As a result, the urgency to act on climate change has increased greatly since 1995. The 2007-2008 U.N. Human Development report starkly makes the point: ""Climate change is the defining human development challenge of the 21st Century⋯ Looking to the future, no country - however wealthy or powerful - will be immune to the impact of global warming"" (United Nations Development Program 2007). In this chapter I briefly review policy development in response to climate change at international, federal, state, and local levels and then discuss policy options for Texas. Several of the preceding chapters also discuss policy issues related to their subject matter. Here I focus on concrete policy measures that should be taken by state agencies and on development of a comprehensive state climate policy. (Table Presented). Copyright © 2011 by the University of Texas Press. All rights reserved.",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84895127268&partnerID=40&md5=950487db2e579da6f2b8a603095f0997","the Impact of Global Warming On Texas: Second Edition","1",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84895127268&partnerID=40&md5=950487db2e579da6f2b8a603095f0997"
