studyID,Study_no,ES_no,Title,FirstAuth,Pub_year,Pub_type,Pub_name,DOI,City,Country,Study_year,Study_class,Study_order,Study_spec,Study_effect,Conn_type,Conn_metric,Conn_buffer,Conn_feat,Conn_lcclass,Conn_tool,r_metric,r_method,corr_type,mi,ri,ti,fi,pi,bi,var_sdi,var_type,R2i,ni,n_type,NOTES,yi,vi,rcorr_type
Trollope_2009_55,55,264,The response of ground and bark foraging insectivorous birds across an urban–forest gradient,Trollope,2009,journalarticle,Landscape and Urban Planning,10.1016/j.landurbplan.2009.06.013,Melbourne,Australia,2007,aves,passeriformes,Eopsaltria australis,associative,structural,landscape road density,5,area,grey,GIS,occurrence,site survey,pearson,NA,-0.9,NA,NA,0.001,NA,NA,NA,NA,10,sites - landscapes,landscape level correlations,-1.4722194895832204,0.14285714285714285,full
Howes_2021_61,61,283,"Absence of a Luxury Effect on bird alpha diversity in a rapidly developing African city, but surrounding landscape is key",Howes,2021,journalarticle,Landscape and Urban Planning,10.1016/j.landurbplan.2021.104095,Johannesburg,South Africa,2019,aves,NA,NA,associative,structural,proportion developed in buffer,2.5,area,grey,fragstats,species richness,site survey,pearson,NA,0.09,0.46,NA,NA,NA,NA,NA,NA,27,sites - greenspaces,calculated from raw data in suppl,0.09024418785614682,0.041666666666666664,full
Howes_2021_61,61,284,"Absence of a Luxury Effect on bird alpha diversity in a rapidly developing African city, but surrounding landscape is key",Howes,2021,journalarticle,Landscape and Urban Planning,10.1016/j.landurbplan.2021.104095,Johannesburg,South Africa,2019,aves,NA,NA,associative,structural,proportion developed in buffer,2.5,area,grey,fragstats,shannon diversity,site survey,pearson,NA,0.07,0.33,NA,NA,NA,NA,NA,NA,27,sites - greenspaces,calculated from raw data in suppl,0.07011467065432513,0.041666666666666664,full
Howes_2021_61,61,285,"Absence of a Luxury Effect on bird alpha diversity in a rapidly developing African city, but surrounding landscape is key",Howes,2021,journalarticle,Landscape and Urban Planning,10.1016/j.landurbplan.2021.104095,Johannesburg,South Africa,2019,aves,NA,NA,associative,structural,proportion greenspace in buffer,2.5,area,green,fragstats,species richness,site survey,pearson,NA,-0.31,-1.6,NA,NA,NA,NA,NA,NA,27,sites - greenspaces,calculated from raw data in suppl,-0.3205454093019461,0.041666666666666664,full
Howes_2021_61,61,286,"Absence of a Luxury Effect on bird alpha diversity in a rapidly developing African city, but surrounding landscape is key",Howes,2021,journalarticle,Landscape and Urban Planning,10.1016/j.landurbplan.2021.104095,Johannesburg,South Africa,2019,aves,NA,NA,associative,structural,proportion greenspace in buffer,2.5,area,green,fragstats,shannon diversity,site survey,pearson,NA,-0.25,-1.29,NA,NA,NA,NA,NA,NA,27,sites - greenspaces,calculated from raw data in suppl,-0.2554128118829953,0.041666666666666664,full
Howes_2021_61,61,287,"Absence of a Luxury Effect on bird alpha diversity in a rapidly developing African city, but surrounding landscape is key",Howes,2021,journalarticle,Landscape and Urban Planning,10.1016/j.landurbplan.2021.104095,Johannesburg,South Africa,2019,aves,NA,NA,associative,structural,correlation length,2.5,area-weighted distance,green,fragstats,species richness,site survey,pearson,NA,0.12,0.61,NA,NA,NA,NA,NA,NA,27,sites - greenspaces,"calculated from raw data in suppl, note correlation length is measured as the mean in the landscape buffer",0.12058102840844402,0.041666666666666664,full
Howes_2021_61,61,288,"Absence of a Luxury Effect on bird alpha diversity in a rapidly developing African city, but surrounding landscape is key",Howes,2021,journalarticle,Landscape and Urban Planning,10.1016/j.landurbplan.2021.104095,Johannesburg,South Africa,2019,aves,NA,NA,associative,structural,correlation length,2.5,area-weighted distance,green,fragstats,shannon diversity,site survey,pearson,NA,0.19,0.96,NA,NA,NA,NA,NA,NA,27,sites - greenspaces,"calculated from raw data in suppl, note correlation length is measured as the mean in the landscape buffer",0.19233716921954527,0.041666666666666664,full
Liao_2022_63,63,290,Diving beetle (Coleoptera: Dytiscidae) community dissimilarity reveals how low landscape connectivity restricts the ecological value of urban ponds,Liao,2022,journalarticle,Landscape Ecology,10.1007/s10980-022-01413-z,Helsinki,Finland,2017-19,insecta,coleoptera,Dysticidae,associative,structural,euclidean distance,NA,distance,NA,GIS,jaccard dissimilarity,activity trap,pearson,NA,0.28,NA,NA,NA,NA,NA,NA,NA,268,sites - pairs of ponds,"estimated from raw data, pooled by site (averaged by year)",0.28768207245178096,0.0037735849056603774,full
Zorzal_2021_64,64,292,Drivers of avian diversity in urban greenspaces in the Atlantic Forest,Zorzal,2021,journalarticle,Urban Forestry & Urban Greening,10.1016/j.ufug.2020.126908,Vitoria,Brazil,2015,aves,NA,NA,associative,structural,proximity index,1.5,area-weighted distance,green,GIS,species richness,mackinnon survey,pearson,NA,0.42,NA,NA,NA,NA,NA,NA,NA,7,sites - greenspaces,recalculate from ln(prox),0.44769202352742066,0.25,full
Zorzal_2021_64,64,293,Drivers of avian diversity in urban greenspaces in the Atlantic Forest,Zorzal,2021,journalarticle,Urban Forestry & Urban Greening,10.1016/j.ufug.2020.126908,Vitoria,Brazil,2015,aves,NA,NA,associative,structural,proximity index,1.5,area-weighted distance,green,GIS,shannon diversity,mackinnon survey,pearson,NA,0.47,NA,NA,NA,NA,NA,NA,NA,7,sites - greenspaces,recalculate from ln(prox),0.5100703366133073,0.25,full
Zorzal_2021_64,64,294,Drivers of avian diversity in urban greenspaces in the Atlantic Forest,Zorzal,2021,journalarticle,Urban Forestry & Urban Greening,10.1016/j.ufug.2020.126908,Vitoria,Brazil,2015,aves,NA,NA,associative,structural,proximity index,1.5,area-weighted distance,green,GIS,phylogenetic diversity,mackinnon survey,pearson,NA,-0.17,NA,NA,NA,NA,NA,NA,NA,7,sites - greenspaces,recalculate from ln(prox),-0.1716666635005791,0.25,full
Cortés-Arzola_2021_65,65,297,"Response of Beetle Assemblages (Insecta: Coleoptera) to Patch Characteristics and Habitat Complexity in an Ever-Expanding Urban Landscape in the Yucatán Peninsula, Mexico",Cortés-Arzola,2021,journalarticle,Annals of the Entomological Society of America,10.1093/aesa/saab017,Chetumal,Mexico,2020,insecta,coleoptera,NA,associative,structural,euclidean nearest neighbour distance,NA,distance,NA,GIS,species richness,site survey,pearson,NA,-0.144996194,NA,NA,0.001,NA,0.002971,SE,NA,11,sites - patch,calculated from raw data in table1,-0.14602533578825375,0.125,full
Cortés-Arzola_2021_65,65,298,"Response of Beetle Assemblages (Insecta: Coleoptera) to Patch Characteristics and Habitat Complexity in an Ever-Expanding Urban Landscape in the Yucatán Peninsula, Mexico",Cortés-Arzola,2021,journalarticle,Annals of the Entomological Society of America,10.1093/aesa/saab017,Chetumal,Mexico,2020,insecta,coleoptera,NA,associative,structural,euclidean nearest neighbour distance,NA,distance,NA,GIS,abundance,site survey,pearson,NA,0.136609426,NA,NA,0.001,NA,0.002134,SE,NA,11,sites - patch,calculated from raw data in table1,0.13746887811277853,0.125,full
Cortés-Arzola_2021_65,65,299,"Response of Beetle Assemblages (Insecta: Coleoptera) to Patch Characteristics and Habitat Complexity in an Ever-Expanding Urban Landscape in the Yucatán Peninsula, Mexico",Cortés-Arzola,2021,journalarticle,Annals of the Entomological Society of America,10.1093/aesa/saab017,Chetumal,Mexico,2020,insecta,coleoptera,NA,associative,structural,euclidean nearest neighbour distance,NA,distance,NA,GIS,bray-curtis dissimilarity,site survey,pearson,NA,0.23,NA,NA,0.086,NA,NA,NA,NA,55,sites - patch,"dissimilarity response, bray-curtis",0.2341894667593668,0.019230769230769232,full
Cortés-Arzola_2021_65,65,300,"Response of Beetle Assemblages (Insecta: Coleoptera) to Patch Characteristics and Habitat Complexity in an Ever-Expanding Urban Landscape in the Yucatán Peninsula, Mexico",Cortés-Arzola,2021,journalarticle,Annals of the Entomological Society of America,10.1093/aesa/saab017,Chetumal,Mexico,2020,insecta,coleoptera,NA,associative,structural,proportion developed in buffer,0.05,area,grey,GIS,species richness,site survey,pearson,NA,0.087030315,NA,NA,NA,NA,NA,NA,NA,11,sites - patch,calculated from raw data in table1,0.08725104954852708,0.125,full
Cortés-Arzola_2021_65,65,301,"Response of Beetle Assemblages (Insecta: Coleoptera) to Patch Characteristics and Habitat Complexity in an Ever-Expanding Urban Landscape in the Yucatán Peninsula, Mexico",Cortés-Arzola,2021,journalarticle,Annals of the Entomological Society of America,10.1093/aesa/saab017,Chetumal,Mexico,2020,insecta,coleoptera,NA,associative,structural,proportion developed in buffer,0.05,area,grey,GIS,abundance,site survey,pearson,NA,0.517654607,NA,NA,NA,NA,NA,NA,NA,11,sites - patch,calculated from raw data in table1,0.5731304800153126,0.125,full
Brown_2002_68,68,312,"Butterfly Communities of Urban Forest Fragments in Campinas, São Paulo, Brazil: Structure, Instability, Environmental Correlates, and Conservation",Brown,2002,journalarticle,Journal of Insect Conservation,10.1023/A:1024462523826,Sao Paulo,Brazil,2000,insecta,lepidoptera,NA,associative,potential,connectivity index,1,other,NA,GIS,species richness,site survey,pearson,NA,0.91,NA,NA,NA,NA,NA,NA,NA,15,sites - parks,connectivity index is the sum of specific land cover 'suitability scores' (based on literature),1.5275244253552054,0.08333333333333333,full
Brown_2002_68,68,313,"Butterfly Communities of Urban Forest Fragments in Campinas, São Paulo, Brazil: Structure, Instability, Environmental Correlates, and Conservation",Brown,2002,journalarticle,Journal of Insect Conservation,10.1023/A:1024462523826,Sao Paulo,Brazil,2000,insecta,lepidoptera,Papilionidae,associative,potential,connectivity index,1,other,NA,GIS,species richness,site survey,pearson,NA,0.84,NA,NA,NA,NA,NA,NA,NA,15,sites - parks,connectivity index is the sum of specific land cover 'suitability scores' (based on literature),1.2211735176846021,0.08333333333333333,full
Brown_2002_68,68,314,"Butterfly Communities of Urban Forest Fragments in Campinas, São Paulo, Brazil: Structure, Instability, Environmental Correlates, and Conservation",Brown,2002,journalarticle,Journal of Insect Conservation,10.1023/A:1024462523826,Sao Paulo,Brazil,2000,insecta,lepidoptera,Pieridae,associative,potential,connectivity index,1,other,NA,GIS,species richness,site survey,pearson,NA,0.85,NA,NA,NA,NA,NA,NA,NA,15,sites - parks,connectivity index is the sum of specific land cover 'suitability scores' (based on literature),1.2561528119880574,0.08333333333333333,full
Brown_2002_68,68,315,"Butterfly Communities of Urban Forest Fragments in Campinas, São Paulo, Brazil: Structure, Instability, Environmental Correlates, and Conservation",Brown,2002,journalarticle,Journal of Insect Conservation,10.1023/A:1024462523826,Sao Paulo,Brazil,2000,insecta,lepidoptera,Hesperiidae,associative,potential,connectivity index,1,other,NA,GIS,species richness,site survey,pearson,NA,0.8,NA,NA,NA,NA,NA,NA,NA,15,sites - parks,connectivity index is the sum of specific land cover 'suitability scores' (based on literature),1.0986122886681098,0.08333333333333333,full
Brown_2002_68,68,316,"Butterfly Communities of Urban Forest Fragments in Campinas, São Paulo, Brazil: Structure, Instability, Environmental Correlates, and Conservation",Brown,2002,journalarticle,Journal of Insect Conservation,10.1023/A:1024462523826,Sao Paulo,Brazil,2000,insecta,lepidoptera,Hesperiinae,associative,potential,connectivity index,1,other,NA,GIS,species richness,site survey,pearson,NA,0.78,NA,NA,NA,NA,NA,NA,NA,15,sites - parks,connectivity index is the sum of specific land cover 'suitability scores' (based on literature),1.0453705484668847,0.08333333333333333,full
Brown_2002_68,68,317,"Butterfly Communities of Urban Forest Fragments in Campinas, São Paulo, Brazil: Structure, Instability, Environmental Correlates, and Conservation",Brown,2002,journalarticle,Journal of Insect Conservation,10.1023/A:1024462523826,Sao Paulo,Brazil,2000,insecta,lepidoptera,Pyrginae,associative,potential,connectivity index,1,other,NA,GIS,species richness,site survey,pearson,NA,0.79,NA,NA,NA,NA,NA,NA,NA,15,sites - parks,connectivity index is the sum of specific land cover 'suitability scores' (based on literature),1.0714316840586662,0.08333333333333333,full
Brown_2002_68,68,318,"Butterfly Communities of Urban Forest Fragments in Campinas, São Paulo, Brazil: Structure, Instability, Environmental Correlates, and Conservation",Brown,2002,journalarticle,Journal of Insect Conservation,10.1023/A:1024462523826,Sao Paulo,Brazil,2000,insecta,lepidoptera,Nymphalidae,associative,potential,connectivity index,1,other,NA,GIS,species richness,site survey,pearson,NA,0.9,NA,NA,NA,NA,NA,NA,NA,15,sites - parks,connectivity index is the sum of specific land cover 'suitability scores' (based on literature),1.4722194895832204,0.08333333333333333,full
Brown_2002_68,68,319,"Butterfly Communities of Urban Forest Fragments in Campinas, São Paulo, Brazil: Structure, Instability, Environmental Correlates, and Conservation",Brown,2002,journalarticle,Journal of Insect Conservation,10.1023/A:1024462523826,Sao Paulo,Brazil,2000,insecta,lepidoptera,Lycaenidae,associative,potential,connectivity index,1,other,NA,GIS,species richness,site survey,pearson,NA,0.91,NA,NA,NA,NA,NA,NA,NA,15,sites - parks,connectivity index is the sum of specific land cover 'suitability scores' (based on literature),1.5275244253552054,0.08333333333333333,full
Brown_2002_68,68,320,"Butterfly Communities of Urban Forest Fragments in Campinas, São Paulo, Brazil: Structure, Instability, Environmental Correlates, and Conservation",Brown,2002,journalarticle,Journal of Insect Conservation,10.1023/A:1024462523826,Sao Paulo,Brazil,2000,insecta,lepidoptera,Theclinae,associative,potential,connectivity index,1,other,NA,GIS,species richness,site survey,pearson,NA,0.92,NA,NA,NA,NA,NA,NA,NA,15,sites - parks,connectivity index is the sum of specific land cover 'suitability scores' (based on literature),1.589026915173973,0.08333333333333333,full
Brown_2002_68,68,321,"Butterfly Communities of Urban Forest Fragments in Campinas, São Paulo, Brazil: Structure, Instability, Environmental Correlates, and Conservation",Brown,2002,journalarticle,Journal of Insect Conservation,10.1023/A:1024462523826,Sao Paulo,Brazil,2000,insecta,lepidoptera,Riodininae,associative,potential,connectivity index,1,other,NA,GIS,species richness,site survey,pearson,NA,0.85,NA,NA,NA,NA,NA,NA,NA,15,sites - parks,connectivity index is the sum of specific land cover 'suitability scores' (based on literature),1.2561528119880574,0.08333333333333333,full
Brown_2002_68,68,322,"Butterfly Communities of Urban Forest Fragments in Campinas, São Paulo, Brazil: Structure, Instability, Environmental Correlates, and Conservation",Brown,2002,journalarticle,Journal of Insect Conservation,10.1023/A:1024462523826,Sao Paulo,Brazil,2000,insecta,lepidoptera,Danainae,associative,potential,connectivity index,1,other,NA,GIS,species richness,site survey,pearson,NA,0.8,NA,NA,NA,NA,NA,NA,NA,15,sites - parks,connectivity index is the sum of specific land cover 'suitability scores' (based on literature),1.0986122886681098,0.08333333333333333,full
Brown_2002_68,68,323,"Butterfly Communities of Urban Forest Fragments in Campinas, São Paulo, Brazil: Structure, Instability, Environmental Correlates, and Conservation",Brown,2002,journalarticle,Journal of Insect Conservation,10.1023/A:1024462523826,Sao Paulo,Brazil,2000,insecta,lepidoptera,Heliconiini,associative,potential,connectivity index,1,other,NA,GIS,species richness,site survey,pearson,NA,0.87,NA,NA,NA,NA,NA,NA,NA,15,sites - parks,connectivity index is the sum of specific land cover 'suitability scores' (based on literature),1.3330796296965248,0.08333333333333333,full
Brown_2002_68,68,324,"Butterfly Communities of Urban Forest Fragments in Campinas, São Paulo, Brazil: Structure, Instability, Environmental Correlates, and Conservation",Brown,2002,journalarticle,Journal of Insect Conservation,10.1023/A:1024462523826,Sao Paulo,Brazil,2000,insecta,lepidoptera,Acraeini,associative,potential,connectivity index,1,other,NA,GIS,species richness,site survey,pearson,NA,0.73,NA,NA,NA,NA,NA,NA,NA,15,sites - parks,connectivity index is the sum of specific land cover 'suitability scores' (based on literature),0.9287273642467249,0.08333333333333333,full
Brown_2002_68,68,325,"Butterfly Communities of Urban Forest Fragments in Campinas, São Paulo, Brazil: Structure, Instability, Environmental Correlates, and Conservation",Brown,2002,journalarticle,Journal of Insect Conservation,10.1023/A:1024462523826,Sao Paulo,Brazil,2000,insecta,lepidoptera,Nymphalinae,associative,potential,connectivity index,1,other,NA,GIS,species richness,site survey,pearson,NA,0.83,NA,NA,NA,NA,NA,NA,NA,15,sites - parks,connectivity index is the sum of specific land cover 'suitability scores' (based on literature),1.1881364043926024,0.08333333333333333,full
Brown_2002_68,68,326,"Butterfly Communities of Urban Forest Fragments in Campinas, São Paulo, Brazil: Structure, Instability, Environmental Correlates, and Conservation",Brown,2002,journalarticle,Journal of Insect Conservation,10.1023/A:1024462523826,Sao Paulo,Brazil,2000,insecta,lepidoptera,Morphinae,associative,potential,connectivity index,1,other,NA,GIS,species richness,site survey,pearson,NA,0.67,NA,NA,NA,NA,NA,NA,NA,15,sites - parks,connectivity index is the sum of specific land cover 'suitability scores' (based on literature),0.8107431254751375,0.08333333333333333,full
Brown_2002_68,68,327,"Butterfly Communities of Urban Forest Fragments in Campinas, São Paulo, Brazil: Structure, Instability, Environmental Correlates, and Conservation",Brown,2002,journalarticle,Journal of Insect Conservation,10.1023/A:1024462523826,Sao Paulo,Brazil,2000,insecta,lepidoptera,Satyrinae,associative,potential,connectivity index,1,other,NA,GIS,species richness,site survey,pearson,NA,0.82,NA,NA,NA,NA,NA,NA,NA,15,sites - parks,connectivity index is the sum of specific land cover 'suitability scores' (based on literature),1.1568174645903153,0.08333333333333333,full
Brown_2002_68,68,328,"Butterfly Communities of Urban Forest Fragments in Campinas, São Paulo, Brazil: Structure, Instability, Environmental Correlates, and Conservation",Brown,2002,journalarticle,Journal of Insect Conservation,10.1023/A:1024462523826,Sao Paulo,Brazil,2000,insecta,lepidoptera,Biblidinae,associative,potential,connectivity index,1,other,NA,GIS,species richness,site survey,pearson,NA,0.83,NA,NA,NA,NA,NA,NA,NA,15,sites - parks,connectivity index is the sum of specific land cover 'suitability scores' (based on literature),1.1881364043926024,0.08333333333333333,full
Brown_2002_68,68,329,"Butterfly Communities of Urban Forest Fragments in Campinas, São Paulo, Brazil: Structure, Instability, Environmental Correlates, and Conservation",Brown,2002,journalarticle,Journal of Insect Conservation,10.1023/A:1024462523826,Sao Paulo,Brazil,2000,insecta,lepidoptera,Charaxinae,associative,potential,connectivity index,1,other,NA,GIS,species richness,site survey,pearson,NA,0.72,NA,NA,NA,NA,NA,NA,NA,15,sites - parks,connectivity index is the sum of specific land cover 'suitability scores' (based on literature),0.9076449833191245,0.08333333333333333,full
Brown_2002_68,68,330,"Butterfly Communities of Urban Forest Fragments in Campinas, São Paulo, Brazil: Structure, Instability, Environmental Correlates, and Conservation",Brown,2002,journalarticle,Journal of Insect Conservation,10.1023/A:1024462523826,Sao Paulo,Brazil,2000,insecta,lepidoptera,Papilionoidea,associative,potential,connectivity index,1,other,NA,GIS,species richness,site survey,pearson,NA,0.94,NA,NA,NA,NA,NA,NA,NA,15,sites - parks,connectivity index is the sum of specific land cover 'suitability scores' (based on literature),1.738049344917636,0.08333333333333333,full
Stenhouse_2004_74,74,366,"Fragmentation and internal disturbance of native vegetation reserves in the Perth metropolitan area, Western Australia",Stenhouse,2004,journalarticle,Landscape and Urban Planning,10.1016/S0169-2046(03)00151-8,Perth,Australia,2000,plantae,NA,NA,associative,structural,distance to nearest neighbour,NA,distance,NA,GIS,species richness,site survey,pearson,NA,-0.34,NA,NA,0.012,NA,NA,NA,NA,53,sites - patch,"71 sites, but connectivity and 'floristic communities' (a proxy for species richness) only had 53 sites to compare",-0.3540925289622429,0.02,full
Stenhouse_2004_74,74,367,"Fragmentation and internal disturbance of native vegetation reserves in the Perth metropolitan area, Western Australia",Stenhouse,2004,journalarticle,Landscape and Urban Planning,10.1016/S0169-2046(03)00151-8,Perth,Australia,2000,plantae,NA,NA,associative,structural,distance to urban core,NA,distance,grey,GIS,species richness,site survey,pearson,NA,-0.27,NA,NA,0.024,NA,NA,NA,NA,53,sites - patch,"71 sites, but connectivity and 'floristic communities' (a proxy for species richness) only had 53 sites to compare",-0.27686382265510007,0.02,full
Sanesi_2009_75,75,368,Avian Ecological Diversity as an Indicator of Urban Forest Functionality. Results from Two Case Studies in Northern and Southern Italy,Sanesi,2009,journalarticle,Arboriculture & Urban Forestry,10.48044/jauf.2009.015,Milan,Italy,2006,aves,NA,NA,associative,structural,distance to urban core,NA,distance,grey,GIS,species richness,site survey,pearson,NA,-0.79,NA,NA,NA,NA,NA,NA,NA,13,sites - parks,"Calculated from raw data (note reversed the relationship, originally it was distance FROM), removed the 3 sites from Bari",-1.0714316840586662,0.1,full
Sanesi_2009_75,75,369,Avian Ecological Diversity as an Indicator of Urban Forest Functionality. Results from Two Case Studies in Northern and Southern Italy,Sanesi,2009,journalarticle,Arboriculture & Urban Forestry,10.48044/jauf.2009.015,Milan,Italy,2006,aves,NA,NA,associative,structural,proportion greenspace in patch,NA,area,green,GIS,species richness,site survey,pearson,NA,0.07,NA,NA,NA,NA,NA,NA,NA,13,sites - parks,"Calculated from raw data, removed the 3 sites from Bari",0.07011467065432513,0.1,full
Barr_2021_76,76,370,Local habitat factors and spatial connectivity jointly shape an urban insect community,Barr,2021,journalarticle,Landscape and Urban Planning,10.1016/j.landurbplan.2021.104177,Stockholm,Sweden,2021,insecta,lepidoptera,NA,associative,structural,connectivity index,NA,other,NA,GIS,abundance,site survey,pearson,NA,0.2441,NA,NA,NA,NA,NA,NA,NA,84,sites - trees,correlation coef taken from scatterplots in figures 3b. Most species were leaf mining moths.,0.2491292818111571,0.012345679012345678,full
Barr_2021_76,76,371,Local habitat factors and spatial connectivity jointly shape an urban insect community,Barr,2021,journalarticle,Landscape and Urban Planning,10.1016/j.landurbplan.2021.104177,Stockholm,Sweden,2021,insecta,lepidoptera,NA,associative,structural,connectivity index,NA,other,NA,GIS,pielou evenness,site survey,pearson,NA,0.0241,NA,NA,NA,NA,NA,NA,NA,84,sites - trees,correlation coef taken from scatterplots in figures 3b. Most species were leaf mining moths.,0.024104667466988236,0.012345679012345678,full
Barr_2021_76,76,372,Local habitat factors and spatial connectivity jointly shape an urban insect community,Barr,2021,journalarticle,Landscape and Urban Planning,10.1016/j.landurbplan.2021.104177,Stockholm,Sweden,2021,insecta,lepidoptera,leaf miner,associative,structural,connectivity index,NA,other,NA,GIS,species richness,site survey,pearson,NA,0.0131,NA,NA,NA,NA,NA,NA,NA,84,sites - trees,correlation coef taken from scatterplots in figures 4b,0.013100749440835106,0.012345679012345678,full
Barr_2021_76,76,373,Local habitat factors and spatial connectivity jointly shape an urban insect community,Barr,2021,journalarticle,Landscape and Urban Planning,10.1016/j.landurbplan.2021.104177,Stockholm,Sweden,2021,insecta,lepidoptera,galler,associative,structural,connectivity index,NA,other,NA,GIS,species richness,site survey,pearson,NA,0.2388,NA,NA,NA,NA,NA,NA,NA,84,sites - trees,correlation coef taken from scatterplots in figures 4b,0.24350115633852665,0.012345679012345678,full
Delgado de la flor_2020_80,80,381,Local and landscape‐scale environmental filters drive the functional diversity and taxonomic composition of spiders across urban greenspaces,Delgado de la flor,2020,journalarticle,Journal of Applied Ecology,10.1111/1365-2664.13636,Cleveland,United States,2015,arachnida,araneae,lycosidae,associative,structural,proportion developed in buffer,0.2,area,grey,GIS,abundance,pitfall trap,pearson,NA,-0.21,NA,NA,NA,NA,NA,NA,NA,32,sites - vacant lots,"wolf spiders, pearson correlations calculated from raw data in dryad data",-0.21317134656485978,0.034482758620689655,full
Delgado de la flor_2020_80,80,382,Local and landscape‐scale environmental filters drive the functional diversity and taxonomic composition of spiders across urban greenspaces,Delgado de la flor,2020,journalarticle,Journal of Applied Ecology,10.1111/1365-2664.13636,Cleveland,United States,2015,arachnida,araneae,lycosidae,associative,structural,mean euclidean nearest neighbour distance,0.2,area-weighted distance,green,GIS,abundance,pitfall trap,pearson,NA,-0.04,NA,NA,NA,NA,NA,NA,NA,32,sites - vacant lots,"wolf spiders, pearson correlations calculated from raw data in dryad data",-0.04002135383676822,0.034482758620689655,full
Delgado de la flor_2020_80,80,383,Local and landscape‐scale environmental filters drive the functional diversity and taxonomic composition of spiders across urban greenspaces,Delgado de la flor,2020,journalarticle,Journal of Applied Ecology,10.1111/1365-2664.13636,Cleveland,United States,2015,arachnida,araneae,lycosidae,associative,structural,proportion developed in buffer,1.5,area,grey,GIS,abundance,pitfall trap,pearson,NA,0.11,NA,NA,NA,NA,NA,NA,NA,32,sites - vacant lots,"wolf spiders, pearson correlations calculated from raw data in dryad data",0.11044691579009715,0.034482758620689655,full
Delgado de la flor_2020_80,80,384,Local and landscape‐scale environmental filters drive the functional diversity and taxonomic composition of spiders across urban greenspaces,Delgado de la flor,2020,journalarticle,Journal of Applied Ecology,10.1111/1365-2664.13636,Cleveland,United States,2015,arachnida,araneae,lycosidae,associative,structural,mean euclidean nearest neighbour distance,1.5,area-weighted distance,green,GIS,abundance,pitfall trap,pearson,NA,0.18,NA,NA,NA,NA,NA,NA,NA,32,sites - vacant lots,"wolf spiders, pearson correlations calculated from raw data in dryad data",0.1819826886007058,0.034482758620689655,full
Delgado de la flor_2020_80,80,385,Local and landscape‐scale environmental filters drive the functional diversity and taxonomic composition of spiders across urban greenspaces,Delgado de la flor,2020,journalarticle,Journal of Applied Ecology,10.1111/1365-2664.13636,Cleveland,United States,2015,arachnida,araneae,lycosidae,associative,structural,proportion developed in buffer,0.2,area,grey,GIS,species richness,pitfall trap,pearson,NA,0.03,NA,NA,NA,NA,NA,NA,NA,32,sites - vacant lots,"wolf spiders, pearson correlations calculated from raw data in dryad data",0.030009004863126475,0.034482758620689655,full
Delgado de la flor_2020_80,80,386,Local and landscape‐scale environmental filters drive the functional diversity and taxonomic composition of spiders across urban greenspaces,Delgado de la flor,2020,journalarticle,Journal of Applied Ecology,10.1111/1365-2664.13636,Cleveland,United States,2015,arachnida,araneae,lycosidae,associative,structural,mean euclidean nearest neighbour distance,0.2,area-weighted distance,green,GIS,species richness,pitfall trap,pearson,NA,0.12,NA,NA,NA,NA,NA,NA,NA,32,sites - vacant lots,"wolf spiders, pearson correlations calculated from raw data in dryad data",0.12058102840844402,0.034482758620689655,full
Delgado de la flor_2020_80,80,387,Local and landscape‐scale environmental filters drive the functional diversity and taxonomic composition of spiders across urban greenspaces,Delgado de la flor,2020,journalarticle,Journal of Applied Ecology,10.1111/1365-2664.13636,Cleveland,United States,2015,arachnida,araneae,lycosidae,associative,structural,proportion developed in buffer,1.5,area,grey,GIS,species richness,pitfall trap,pearson,NA,0.02,NA,NA,NA,NA,NA,NA,NA,32,sites - vacant lots,"wolf spiders, pearson correlations calculated from raw data in dryad data",0.020002667306849582,0.034482758620689655,full
Delgado de la flor_2020_80,80,388,Local and landscape‐scale environmental filters drive the functional diversity and taxonomic composition of spiders across urban greenspaces,Delgado de la flor,2020,journalarticle,Journal of Applied Ecology,10.1111/1365-2664.13636,Cleveland,United States,2015,arachnida,araneae,lycosidae,associative,structural,mean euclidean nearest neighbour distance,1.5,area-weighted distance,green,GIS,species richness,pitfall trap,pearson,NA,0.24,NA,NA,NA,NA,NA,NA,NA,32,sites - vacant lots,"wolf spiders, pearson correlations calculated from raw data in dryad data",0.2447741126593529,0.034482758620689655,full
Delgado de la flor_2020_80,80,389,Local and landscape‐scale environmental filters drive the functional diversity and taxonomic composition of spiders across urban greenspaces,Delgado de la flor,2020,journalarticle,Journal of Applied Ecology,10.1111/1365-2664.13636,Cleveland,United States,2015,arachnida,araneae,lycosidae,associative,structural,proportion developed in buffer,0.2,area,grey,GIS,shannon diversity,pitfall trap,pearson,NA,0.11,NA,NA,NA,NA,NA,NA,NA,32,sites - vacant lots,"wolf spiders, pearson correlations calculated from raw data in dryad data",0.11044691579009715,0.034482758620689655,full
Delgado de la flor_2020_80,80,390,Local and landscape‐scale environmental filters drive the functional diversity and taxonomic composition of spiders across urban greenspaces,Delgado de la flor,2020,journalarticle,Journal of Applied Ecology,10.1111/1365-2664.13636,Cleveland,United States,2015,arachnida,araneae,lycosidae,associative,structural,mean euclidean nearest neighbour distance,0.2,area-weighted distance,green,GIS,shannon diversity,pitfall trap,pearson,NA,0.01,NA,NA,NA,NA,NA,NA,NA,32,sites - vacant lots,"wolf spiders, pearson correlations calculated from raw data in dryad data",0.010000333353334763,0.034482758620689655,full
