doi,updated,url,url_for_pdf,url_for_landing_page,evidence,license,version,host_type,is_best,pmh_id,endpoint_id,repository_institution,oa_date,data_standard,is_oa,is_paratext,genre,oa_status,has_repository_copy,journal_is_oa,journal_is_in_doaj,journal_issns,journal_issn_l,journal_name,publisher,published_date,year,title,updated_resource,decision
10.1111/icad.12511,2022-12-09T01:29:17.039275,https://eprints.whiterose.ac.uk/174448/3/icad.12511.pdf,https://eprints.whiterose.ac.uk/174448/3/icad.12511.pdf,https://eprints.whiterose.ac.uk/174448/3/icad.12511.pdf,oa repository (via OAI-PMH doi match),cc-by,acceptedVersion,repository,FALSE,oai:eprints.whiterose.ac.uk:174448,e9aa2471ce7286b7002,"University of Leeds, The University of Sheffield, University of York - White Rose Research Online",2021-06-11,2,TRUE,FALSE,journal-article,hybrid,TRUE,FALSE,FALSE,"1752-458X,1752-4598",1752-458X,Insect Conservation and Diversity,Wiley,2021-06-06,2021,Quantifying trade‐offs between butterfly abundance and movement in the management of agricultural set‐aside strips,2023-02-13T02:27:14.784352,MAYBE
10.1371/journal.pone.0112119,2023-03-23T20:41:38.701066,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0112119&type=printable,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0112119&type=printable,https://doi.org/10.1371/journal.pone.0112119,oa journal (via doaj),cc-by,publishedVersion,publisher,TRUE,NA,NA,NA,2014-11-07,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,1932-6203,1932-6203,PLoS ONE,Public Library of Science (PLoS),2014-11-07,2014,Defining Landscape Resistance Values in Least-Cost Connectivity Models for the Invasive Grey Squirrel: A Comparison of Approaches Using Expert-Opinion and Habitat Suitability Modelling,2023-03-17T17:09:37.443033,MAYBE
10.1371/journal.pone.0112119,2022-02-11T11:20:36.901300,https://europepmc.org/articles/pmc4224439?pdf=render,https://europepmc.org/articles/pmc4224439?pdf=render,https://europepmc.org/articles/pmc4224439,oa repository (via OAI-PMH doi match),cc-by,publishedVersion,repository,FALSE,oai:europepmc.org:ai6PWkYSnnAchqF6XwnT,b5e840539009389b1a6,PubMed Central - Europe PMC,NA,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,1932-6203,1932-6203,PLoS ONE,Public Library of Science (PLoS),2014-11-07,2014,Defining Landscape Resistance Values in Least-Cost Connectivity Models for the Invasive Grey Squirrel: A Comparison of Approaches Using Expert-Opinion and Habitat Suitability Modelling,2023-03-17T17:09:37.443033,MAYBE
10.1371/journal.pone.0112119,2022-12-06T05:40:43.628053,https://acquire.cqu.edu.au/articles/journal_contribution/Defining_landscape_resistance_values_in_least-cost_connectivity_models_for_the_invasive_grey_squirrel_a_comparison_of_approaches_using_expert-opinion_and_habitat_suitability_modelling/13431401/1/files/25833161.pdf,https://acquire.cqu.edu.au/articles/journal_contribution/Defining_landscape_resistance_values_in_least-cost_connectivity_models_for_the_invasive_grey_squirrel_a_comparison_of_approaches_using_expert-opinion_and_habitat_suitability_modelling/13431401/1/files/25833161.pdf,http://hdl.cqu.edu.au/10018/1028336,oa repository (via OAI-PMH title and first author match),cc-by,publishedVersion,repository,FALSE,oai:acquire.cqu.edu.au:cqu:11977,133464c9370ad651516,CQUniversity - Acquire,NA,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,1932-6203,1932-6203,PLoS ONE,Public Library of Science (PLoS),2014-11-07,2014,Defining Landscape Resistance Values in Least-Cost Connectivity Models for the Invasive Grey Squirrel: A Comparison of Approaches Using Expert-Opinion and Habitat Suitability Modelling,2023-03-17T17:09:37.443033,MAYBE
10.1371/journal.pone.0112119,2022-11-18T00:57:53.760259,https://figshare.com/articles/journal_contribution/Defining_landscape_resistance_values_in_least-cost_connectivity_models_for_the_invasive_grey_squirrel_a_comparison_of_approaches_using_expert-opinion_and_habitat_suitability_modelling/13431401/1/files/25833161.pdf,https://figshare.com/articles/journal_contribution/Defining_landscape_resistance_values_in_least-cost_connectivity_models_for_the_invasive_grey_squirrel_a_comparison_of_approaches_using_expert-opinion_and_habitat_suitability_modelling/13431401/1/files/25833161.pdf,https://figshare.com/articles/journal_contribution/Defining_landscape_resistance_values_in_least-cost_connectivity_models_for_the_invasive_grey_squirrel_a_comparison_of_approaches_using_expert-opinion_and_habitat_suitability_modelling/13431401,oa repository (via OAI-PMH title and first author match),cc-by,publishedVersion,repository,FALSE,oai:figshare.com:article/13431401,vzs6na3qd8sizyhrp6u5,University of Illinois at Chicago - INDIGO,NA,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,1932-6203,1932-6203,PLoS ONE,Public Library of Science (PLoS),2014-11-07,2014,Defining Landscape Resistance Values in Least-Cost Connectivity Models for the Invasive Grey Squirrel: A Comparison of Approaches Using Expert-Opinion and Habitat Suitability Modelling,2023-03-17T17:09:37.443033,MAYBE
10.1371/journal.pone.0112119,2023-03-23T20:41:38.701224,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4224439,NA,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4224439,oa repository (via pmcid lookup),NA,publishedVersion,repository,FALSE,NA,NA,NA,NA,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,1932-6203,1932-6203,PLoS ONE,Public Library of Science (PLoS),2014-11-07,2014,Defining Landscape Resistance Values in Least-Cost Connectivity Models for the Invasive Grey Squirrel: A Comparison of Approaches Using Expert-Opinion and Habitat Suitability Modelling,2023-03-17T17:09:37.443033,MAYBE
10.1371/journal.pone.0112119,2022-11-29T12:01:16.787843,https://insight.cumbria.ac.uk/id/eprint/1643/1/Stevenson-Holt_DefiningLandscape.pdf,https://insight.cumbria.ac.uk/id/eprint/1643/1/Stevenson-Holt_DefiningLandscape.pdf,https://insight.cumbria.ac.uk/id/eprint/1643/1/Stevenson-Holt_DefiningLandscape.pdf,oa repository (via OAI-PMH doi match),cc-by,acceptedVersion,repository,FALSE,oai:insight.cumbria.ac.uk:1643,9cf274d4d4e2a1db31b,University of Cumbria - Insight,NA,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,1932-6203,1932-6203,PLoS ONE,Public Library of Science (PLoS),2014-11-07,2014,Defining Landscape Resistance Values in Least-Cost Connectivity Models for the Invasive Grey Squirrel: A Comparison of Approaches Using Expert-Opinion and Habitat Suitability Modelling,2023-03-17T17:09:37.443033,MAYBE
10.1371/journal.pone.0112119,2019-10-01T00:00:00,http://pdfs.semanticscholar.org/ad43/82b118c4619b5393162bf38201f48b01a04e.pdf,http://pdfs.semanticscholar.org/ad43/82b118c4619b5393162bf38201f48b01a04e.pdf,https://semanticscholar.org/paper/0048f224d20f008cc1a3fbebb0c00661ad83bd50,oa repository (semantic scholar lookup),NA,submittedVersion,repository,FALSE,NA,trmgzrn8eq4yx7ddvmzs,NA,NA,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,1932-6203,1932-6203,PLoS ONE,Public Library of Science (PLoS),2014-11-07,2014,Defining Landscape Resistance Values in Least-Cost Connectivity Models for the Invasive Grey Squirrel: A Comparison of Approaches Using Expert-Opinion and Habitat Suitability Modelling,2023-03-17T17:09:37.443033,MAYBE
10.1111/acv.12035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,1367-9430,1367-9430,Animal Conservation,Wiley,2013-03-21,2013,Evaluating the effectiveness of a Safe Harbor Program for connecting wildlife populations,2021-01-17T21:58:27.944235,MAYBE
10.1890/13-1755.1,2022-11-20T05:30:01.033346,https://digitalcommons.unl.edu/cgi/viewcontent.cgi?article=1184&context=ncfwrustaff,https://digitalcommons.unl.edu/cgi/viewcontent.cgi?article=1184&context=ncfwrustaff,https://digitalcommons.unl.edu/ncfwrustaff/158,oa repository (via OAI-PMH title and first author match),NA,submittedVersion,repository,TRUE,oai:digitalcommons.unl.edu:ncfwrustaff-1184,5ae9f225287388f2391,NA,NA,2,TRUE,FALSE,journal-article,green,TRUE,FALSE,FALSE,1051-0761,1051-0761,Ecological Applications,Wiley,2014-10-01,2014,The role of reserves and anthropogenic habitats for functional connectivity and resilience of ephemeral wetlands,2022-07-22T05:42:32.655804,MAYBE
10.1016/j.foreco.2016.10.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,0378-1127,0378-1127,Forest Ecology and Management,Elsevier BV,2017-01-01,2017,Brushwood removal from ditch banks attracts breeding frogs in drained forests,2021-01-13T14:47:01.293497,MAYBE
10.1093/beheco/arx182,2019-11-28T05:32:14.975404,https://academic.oup.com/beheco/article-pdf/29/3/534/24800797/arx182.pdf,https://academic.oup.com/beheco/article-pdf/29/3/534/24800797/arx182.pdf,https://doi.org/10.1093/beheco/arx182,open (via free pdf),NA,publishedVersion,publisher,TRUE,NA,NA,NA,NA,2,TRUE,FALSE,journal-article,bronze,FALSE,FALSE,FALSE,"1045-2249,1465-7279",1045-2249,Behavioral Ecology,Oxford University Press (OUP),2018-02-08,2018,Roads elicit negative movement and habitat-selection responses by wolverines (Gulo gulo luscus),2021-07-07T22:38:35.478876,MAYBE
10.1016/j.ecolmodel.2016.02.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,0304-3800,0304-3800,Ecological Modelling,Elsevier BV,2016-06-01,2016,Modelling critical patches of connectivity for invasive Maling bamboo (Yushania maling) in Darjeeling Himalayas using graph theoretic approach,2021-01-18T12:26:16.372386,MAYBE
10.1016/j.ecolind.2016.03.047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,1470-160X,1470-160X,Ecological Indicators,Elsevier BV,2016-08-01,2016,Functional connectivity as an indicator for patch occupancy in grassland specialists,2021-01-15T03:46:35.405419,MAYBE
10.1080/11956860.2019.1690933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,"1195-6860,2376-7626",1195-6860,Écoscience,Informa UK Limited,2019-12-04,2019,Do ecological corridors increase the abundance of soil fauna?,2021-01-18T17:37:29.930772,MAYBE
10.1674/0003-0031-174.1.105,2022-11-15T01:45:51.362028,https://escholarship.org/content/qt0ps3x1b0/qt0ps3x1b0.pdf?t=nyj0ri,https://escholarship.org/content/qt0ps3x1b0/qt0ps3x1b0.pdf?t=nyj0ri,https://escholarship.org/uc/item/0ps3x1b0,oa repository (via OAI-PMH title and first author match),NA,submittedVersion,repository,TRUE,oai:escholarship.org/ark:/13030/qt0ps3x1b0,0c2483948fb02b6f303,California Digital Library - eScholarship,NA,2,TRUE,FALSE,journal-article,green,TRUE,FALSE,FALSE,"0003-0031,1938-4238",0003-0031,The American Midland Naturalist,University of Notre Dame,2015-07-01,2015,Can Orchards Help Connect Mediterranean Ecosystems? Animal Movement Data Alter Conservation Priorities,2022-11-15T16:36:43.458793,MAYBE
10.1016/j.biocon.2018.04.016,2023-02-11T21:24:03.953921,https://orca.cardiff.ac.uk/id/eprint/110894/1/Revised%20Manuscript.pdf,https://orca.cardiff.ac.uk/id/eprint/110894/1/Revised%20Manuscript.pdf,https://orca.cardiff.ac.uk/id/eprint/110894/1/Revised%20Manuscript.pdf,oa repository (via OAI-PMH doi match),NA,acceptedVersion,repository,TRUE,oai:https://orca.cardiff.ac.uk:110894,83ff48d6dc162d7c721,Cardiff University - ORCA Online Research @Cardiff,NA,2,TRUE,FALSE,journal-article,green,TRUE,FALSE,FALSE,0006-3207,0006-3207,Biological Conservation,Elsevier BV,2018-06-01,2018,Evaluating scenarios of landscape change for Sunda clouded leopard connectivity in a human dominated landscape,2022-10-31T15:10:59.371852,MAYBE
10.1016/j.biocon.2018.04.016,2022-10-29T23:53:54.687119,https://ora.ox.ac.uk/objects/uuid:810eda0e-a684-409a-bed1-69ffa329d073/download_file?safe_filename=Revised%2BManuscript.pdf&file_format=application%2Fpdf&type_of_work=Journal+article,https://ora.ox.ac.uk/objects/uuid:810eda0e-a684-409a-bed1-69ffa329d073/download_file?safe_filename=Revised%2BManuscript.pdf&file_format=application%2Fpdf&type_of_work=Journal+article,https://ora.ox.ac.uk/objects/uuid:810eda0e-a684-409a-bed1-69ffa329d073,oa repository (via OAI-PMH title and first author match),cc-by-nc-nd,submittedVersion,repository,FALSE,oai:ora.ox.ac.uk:uuid:810eda0e-a684-409a-bed1-69ffa329d073,uu6adekamqxr3th5bycn,University of Oxford - Oxford University Research Archive (ORA),NA,2,TRUE,FALSE,journal-article,green,TRUE,FALSE,FALSE,0006-3207,0006-3207,Biological Conservation,Elsevier BV,2018-06-01,2018,Evaluating scenarios of landscape change for Sunda clouded leopard connectivity in a human dominated landscape,2022-10-31T15:10:59.371852,MAYBE
10.1890/0012-9658(2003)084[0609:cubdt]2.0.co;2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,0012-9658,0012-9658,Ecology,Wiley,2003-03-01,2003,CORRIDOR USE BY DIVERSE TAXA,2021-01-17T11:09:01.586419,MAYBE
10.1111/1365-2664.13778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,"0021-8901,1365-2664",0021-8901,Journal of Applied Ecology,Wiley,2020-10-24,2020,Wildflower strips enhance wild bee reproductive success,2021-01-18T20:55:49.339309,MAYBE
10.1038/ncomms3572,2022-10-10T04:53:02.153409,https://www.nature.com/articles/ncomms3572.pdf,https://www.nature.com/articles/ncomms3572.pdf,https://doi.org/10.1038/ncomms3572,open (via free pdf),NA,publishedVersion,publisher,TRUE,NA,NA,NA,NA,2,TRUE,FALSE,journal-article,bronze,FALSE,FALSE,FALSE,2041-1723,2041-1723,Nature Communications,Springer Science and Business Media LLC,2013-10-07,2013,Network modularity reveals critical scales for connectivity in ecology and evolution,2021-04-19T21:39:29.184333,MAYBE
10.1111/j.1365-2664.2010.01899.x,2018-10-30T12:43:27.074060,https://besjournals.onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1365-2664.2010.01899.x,https://besjournals.onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1365-2664.2010.01899.x,https://doi.org/10.1111/j.1365-2664.2010.01899.x,open (via free pdf),NA,publishedVersion,publisher,TRUE,NA,NA,NA,NA,2,TRUE,FALSE,journal-article,bronze,FALSE,FALSE,FALSE,0021-8901,0021-8901,Journal of Applied Ecology,Wiley,2010-12-22,2010,"Connectivity, dispersal behaviour and conservation under climate change: a response to Hodgson et al.",2021-05-26T03:50:46.257771,MAYBE
10.1111/ecog.05847,2023-02-08T23:54:34.463203,https://pub.epsilon.slu.se/27173/1/daniel-ferreira_j_et_al_220222.pdf,https://pub.epsilon.slu.se/27173/1/daniel-ferreira_j_et_al_220222.pdf,https://pub.epsilon.slu.se/27173/1/daniel-ferreira_j_et_al_220222.pdf,oa repository (via OAI-PMH title and first author match),NA,publishedVersion,repository,TRUE,oai:pub.epsilon.slu.se:27173,3a24c2a3e857bb9ceb0,Sveriges lantbruksuniversitet biblioteket (Swedish University of Agricultural Sciences) - Epsilon Open Archive,2022-02-22,2,TRUE,FALSE,journal-article,green,TRUE,TRUE,TRUE,"0906-7590,1600-0587",0906-7590,Ecography,Wiley,2021-12-28,2021,Road verges are corridors and roads barriers for the movement of flower‐visiting insects,2022-03-18T17:02:27.767941,MAYBE
10.1007/s10980-015-0168-6,2018-10-14T00:11:13.160038,https://link.springer.com/content/pdf/10.1007%2Fs10980-015-0168-6.pdf,https://link.springer.com/content/pdf/10.1007%2Fs10980-015-0168-6.pdf,https://doi.org/10.1007/s10980-015-0168-6,open (via page says license),cc-by,publishedVersion,publisher,TRUE,NA,NA,NA,2015-03-05,2,TRUE,FALSE,journal-article,hybrid,TRUE,FALSE,FALSE,"0921-2973,1572-9761",0921-2973,Landscape Ecology,Springer Science and Business Media LLC,2015-03-05,2015,"Using electric network theory to model the spread of oak processionary moth, Thaumetopoea processionea, in urban woodland patches",2023-01-26T15:10:05.150574,MAYBE
10.1007/s10980-015-0168-6,2022-12-24T23:37:21.393504,http://nora.nerc.ac.uk/id/eprint/509993/1/N509993JA.pdf,http://nora.nerc.ac.uk/id/eprint/509993/1/N509993JA.pdf,http://nora.nerc.ac.uk/id/eprint/509993/1/N509993JA.pdf,oa repository (via OAI-PMH doi match),cc-by,acceptedVersion,repository,FALSE,oai:nora.nerc.ac.uk:509993,160c9afd80b0ba1bcea,North American Electric Reliability Corporation - North American Electric Reliability Corporation Open Archive,NA,2,TRUE,FALSE,journal-article,hybrid,TRUE,FALSE,FALSE,"0921-2973,1572-9761",0921-2973,Landscape Ecology,Springer Science and Business Media LLC,2015-03-05,2015,"Using electric network theory to model the spread of oak processionary moth, Thaumetopoea processionea, in urban woodland patches",2023-01-26T15:10:05.150574,MAYBE
10.1007/s10980-015-0168-6,2023-01-05T19:18:54.574680,https://research-information.bris.ac.uk/ws/files/35995394/Cowley_Johnson_and_Pocock_2015.pdf,https://research-information.bris.ac.uk/ws/files/35995394/Cowley_Johnson_and_Pocock_2015.pdf,https://research-information.bris.ac.uk/ws/files/35995394/Cowley_Johnson_and_Pocock_2015.pdf,oa repository (via OAI-PMH doi match),cc-by,submittedVersion,repository,FALSE,oai:research-information.bris.ac.uk:publications/c11d9de6-5df5-422e-bf58-a7e57ec07eac,442b8c34bc093721559,University of Bristol - Bristol Research,2021-10-05,2,TRUE,FALSE,journal-article,hybrid,TRUE,FALSE,FALSE,"0921-2973,1572-9761",0921-2973,Landscape Ecology,Springer Science and Business Media LLC,2015-03-05,2015,"Using electric network theory to model the spread of oak processionary moth, Thaumetopoea processionea, in urban woodland patches",2023-01-26T15:10:05.150574,MAYBE
10.1016/j.scitotenv.2017.09.277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,0048-9697,0048-9697,Science of The Total Environment,Elsevier BV,2018-02-01,2018,Urban wild boars prefer fragmented areas with food resources near natural corridors,2021-01-16T06:12:55.604027,MAYBE
10.1016/j.ecolind.2017.02.028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,1470-160X,1470-160X,Ecological Indicators,Elsevier BV,2018-11-01,2018,Implementing the connectivity of natural areas in cities as an indicator in the City Biodiversity Index (CBI),2021-01-16T04:08:55.089944,MAYBE
10.1007/s10980-018-0618-z,2019-10-03T17:41:04.171612,https://link.springer.com/content/pdf/10.1007%2Fs10980-018-0618-z.pdf,https://link.springer.com/content/pdf/10.1007%2Fs10980-018-0618-z.pdf,https://doi.org/10.1007/s10980-018-0618-z,open (via page says license),cc-by,publishedVersion,publisher,TRUE,NA,NA,NA,2018-02-19,2,TRUE,FALSE,journal-article,hybrid,TRUE,FALSE,FALSE,"0921-2973,1572-9761",0921-2973,Landscape Ecology,Springer Science and Business Media LLC,2018-02-19,2018,"Linking ecosystem services, urban form and green space configuration using multivariate landscape metric analysis",2023-03-16T07:18:39.586697,MAYBE
10.1007/s10980-018-0618-z,2021-10-31T04:04:12.707006,https://europepmc.org/articles/pmc6561088?pdf=render,https://europepmc.org/articles/pmc6561088?pdf=render,https://europepmc.org/articles/pmc6561088,oa repository (via OAI-PMH doi match),cc-by,publishedVersion,repository,FALSE,oai:europepmc.org:4zu5kwsfmhj8Pz4rpJU2,b5e840539009389b1a6,PubMed Central - Europe PMC,NA,2,TRUE,FALSE,journal-article,hybrid,TRUE,FALSE,FALSE,"0921-2973,1572-9761",0921-2973,Landscape Ecology,Springer Science and Business Media LLC,2018-02-19,2018,"Linking ecosystem services, urban form and green space configuration using multivariate landscape metric analysis",2023-03-16T07:18:39.586697,MAYBE
10.1007/s10980-018-0618-z,2022-11-27T18:23:24.364080,https://dspace.lib.cranfield.ac.uk/bitstream/1826/13072/1/Linking_ecosystem_services-2018.pdf,https://dspace.lib.cranfield.ac.uk/bitstream/1826/13072/1/Linking_ecosystem_services-2018.pdf,http://dspace.lib.cranfield.ac.uk/handle/1826/13072,oa repository (via OAI-PMH doi match),cc-by,publishedVersion,repository,FALSE,oai:dspace.lib.cranfield.ac.uk:1826/13072,cc7husce4ncyvrdcdtyz,Cranfield University - CERES,NA,2,TRUE,FALSE,journal-article,hybrid,TRUE,FALSE,FALSE,"0921-2973,1572-9761",0921-2973,Landscape Ecology,Springer Science and Business Media LLC,2018-02-19,2018,"Linking ecosystem services, urban form and green space configuration using multivariate landscape metric analysis",2023-03-16T07:18:39.586697,MAYBE
10.1007/s10980-018-0618-z,2023-03-23T20:41:42.131381,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6561088,NA,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6561088,oa repository (via pmcid lookup),NA,publishedVersion,repository,FALSE,NA,NA,NA,NA,2,TRUE,FALSE,journal-article,hybrid,TRUE,FALSE,FALSE,"0921-2973,1572-9761",0921-2973,Landscape Ecology,Springer Science and Business Media LLC,2018-02-19,2018,"Linking ecosystem services, urban form and green space configuration using multivariate landscape metric analysis",2023-03-16T07:18:39.586697,MAYBE
10.1007/s10980-018-0618-z,2022-11-12T19:06:51.617023,http://eprints.whiterose.ac.uk/128395/8/s10980-018-0618-z.pdf,http://eprints.whiterose.ac.uk/128395/8/s10980-018-0618-z.pdf,http://eprints.whiterose.ac.uk/128395/8/s10980-018-0618-z.pdf,oa repository (via OAI-PMH doi match),cc-by,acceptedVersion,repository,FALSE,oai:eprints.whiterose.ac.uk:128395,83acdeb0a2b75a2e162,NA,NA,2,TRUE,FALSE,journal-article,hybrid,TRUE,FALSE,FALSE,"0921-2973,1572-9761",0921-2973,Landscape Ecology,Springer Science and Business Media LLC,2018-02-19,2018,"Linking ecosystem services, urban form and green space configuration using multivariate landscape metric analysis",2023-03-16T07:18:39.586697,MAYBE
10.1071/wr17175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,1035-3712,1035-3712,Wildlife Research,CSIRO Publishing,2018-01-01,2018,Habitat suitability and connectivity for an endangered brown bear population in the Iranian Caucasus,2021-01-17T21:41:33.085838,MAYBE
10.1890/15-0734.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,"0012-9658,1939-9170",0012-9658,Ecology,Wiley,2016-05-01,2016,Connectivity from a different perspective: comparing seed dispersal kernels in connected vs. unfragmented landscapes,2022-06-03T19:52:16.934619,MAYBE
10.1016/j.landusepol.2017.01.010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,0264-8377,0264-8377,Land Use Policy,Elsevier BV,2017-03-01,2017,"Sensitivity evaluation and land-use control of urban ecological corridors: A case study of Shenzhen, China",2021-01-13T12:53:40.247048,MAYBE
10.1111/acv.12289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,1367-9430,1367-9430,Animal Conservation,Wiley,2016-06-19,2016,Landscape connectivity losses due to sea level rise and land use change,2021-01-19T15:20:33.529634,MAYBE
10.1016/j.landurbplan.2015.03.006,2022-08-19T02:09:41.505384,https://oa.upm.es/41048/1/INVE_MEM_2015_225583.pdf,https://oa.upm.es/41048/1/INVE_MEM_2015_225583.pdf,http://oa.upm.es/41048/,oa repository (via OAI-PMH doi match),cc-by-nc-nd,acceptedVersion,repository,TRUE,oai:dnet:archivodigit::98bb8a94db257032c69c9aa2c22a8d2b,xfaytpa8kuwx8d2xs2dz,Red Federada de Repositorios Institucionales de Publicaciones Científicas - LA Referencia,2021-03-01,2,TRUE,FALSE,journal-article,green,TRUE,FALSE,FALSE,0169-2046,0169-2046,Landscape and Urban Planning,Elsevier BV,2015-07-01,2015,Ecological connectivity analysis to reduce the barrier effect of roads. An innovative graph-theory approach to define wildlife corridors with multiple paths and without bottlenecks,2022-08-20T13:08:22.480053,MAYBE
10.1002/ecy.1645,2023-03-20T03:02:12.228282,https://www.dora.lib4ri.ch/wsl/islandora/object/wsl%3A12753/datastream/PDF/Milanesi-2017-Three-dimensional_habitat_structure_and_landscape_genetics-%28published_version%29.pdf,https://www.dora.lib4ri.ch/wsl/islandora/object/wsl%3A12753/datastream/PDF/Milanesi-2017-Three-dimensional_habitat_structure_and_landscape_genetics-%28published_version%29.pdf,https://www.dora.lib4ri.ch/wsl/islandora/object/wsl%3A12753,oa repository (via OAI-PMH doi match),NA,publishedVersion,repository,TRUE,oai:dora:wsl_12753,97aa526343b06bea6c9,"Swiss Federal Institute for Forest, Snow and Landscape Research - DORA WSL",NA,2,TRUE,FALSE,journal-article,green,TRUE,FALSE,FALSE,0012-9658,0012-9658,Ecology,Wiley,2017-02-01,2017,Three-dimensional habitat structure and landscape genetics: a step forward in estimating functional connectivity,2021-05-25T05:05:55.015491,MAYBE
10.1111/ddi.12600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,1366-9516,1366-9516,Diversity and Distributions,Wiley,2017-08-30,2017,Railway lines affect spatial turnover of pollinator communities in an agricultural landscape,2023-02-20T12:45:40.671850,MAYBE
10.1111/2041-210x.12470,2019-12-25T10:58:53.030150,https://besjournals.onlinelibrary.wiley.com/doi/pdfdirect/10.1111/2041-210X.12470,https://besjournals.onlinelibrary.wiley.com/doi/pdfdirect/10.1111/2041-210X.12470,https://doi.org/10.1111/2041-210x.12470,open (via free article),NA,publishedVersion,publisher,TRUE,NA,NA,NA,NA,2,TRUE,FALSE,journal-article,bronze,FALSE,FALSE,FALSE,"2041-210X,2041-210X",2041-210X,Methods in Ecology and Evolution,Wiley,2015-10-14,2015,Multipurpose habitat networks for short‐range and long‐range connectivity: a new method combining graph and circuit connectivity,2022-09-26T05:42:51.820269,MAYBE
10.1007/s10980-014-0030-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,"0921-2973,1572-9761",0921-2973,Landscape Ecology,Springer Science and Business Media LLC,2014-04-12,2014,A modelling approach to infer the effects of wind farms on landscape connectivity for bats,2021-01-19T15:19:55.857180,MAYBE
10.1650/condor-14-199.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,"0010-5422,1938-5129",0010-5422,The Condor,Oxford University Press (OUP),2015-08-01,2015,Genetic diversity of a tropical rainforest understory bird in an urban fragmented landscape,2021-01-16T09:00:10.063647,MAYBE
10.3161/15081109acc2022.24.1.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,1508-1109,1508-1109,Acta Chiropterologica,Museum and Institute of Zoology at the Polish Academy of Sciences,2022-08-18,2022,Genetic Analyses Reveal High Connectivity among Populations of the Honduran White Bat Ectophylla alba in the Caribbean Lowlands of Central Eastern Costa Rica,2022-08-18T06:31:19.987455,MAYBE
